CNTYVTD,trump,clinton,color
3990003,682,129,#f66
3990005,83,11,#f66
3990006,62,12,#f66
3990007,450,67,#f66
3990008,344,52,#f66
3990009,362,45,#f66
3990010,243,21,#f66
4010111,423,118,#f66
4010112,943,214,#f66
4010113,1416,346,#f66
4010114,725,164,#f66
4010201,517,123,#f66
4010212,449,100,#f66
4010213,931,244,#f66
4010214,1123,410,#f66
4010215,925,352,#f66
4010302,324,329,#aaf
4010303,441,474,#aaf
4010315,459,51,#f66
4010316,238,34,#f66
4010317,188,199,#aaf
4010318,539,164,#f66
4010319,115,144,#aaf
4010404,966,176,#f66
4010405,662,149,#f66
4010416,457,92,#f66
4010417,571,206,#f66
4010418,956,278,#f66
4030001,1029,182,#f66
4030002,760,144,#f66
4030003,196,100,#faa
4030004,103,18,#f66
4030005,579,68,#f66
4030006,847,190,#f66
4030007,35,75,#66f
4030008,178,30,#f66
4050001,494,328,#faa
4050002,113,123,#aaf
4050003,95,49,#faa
4050004,189,74,#f66
4050005,217,54,#f66
4050006,161,24,#f66
4050007,186,50,#f66
4050008,380,63,#f66
4050009,432,79,#f66
4050010,197,42,#f66
4050011,5,307,#66f
4070001,1107,443,#f66
4070002,1298,467,#f66
4070003,459,201,#f66
4070004,392,32,#f66
4070005,845,172,#f66
4070006,931,250,#f66
4070007,833,396,#f66
4070008,430,167,#f66
4070010,299,79,#f66
4070013,271,55,#f66
4070014,242,148,#faa
4090101,139,114,#faa
4090102,578,597,#aaf
4090103,177,43,#f66
4090104,356,275,#faa
4090105,204,683,#66f
4090106,375,279,#faa
4090107,80,41,#faa
4090108,1497,541,#f66
4090109,919,425,#f66
4090110,492,369,#faa
4090111,25,7,#f66
4090112,92,436,#66f
4090113,131,404,#66f
4090114,663,253,#f66
4090115,1293,483,#f66
4090116,1910,442,#f66
4090117,182,99,#faa
4090118,297,725,#66f
4090119,569,193,#f66
4090120,293,89,#f66
4090121,767,329,#f66
4090122,272,134,#f66
4090123,38,17,#f66
4090124,644,866,#aaf
4090125,12,12,#ddd
4110001,500,76,#f66
4130001,249,64,#f66
4130002,182,63,#f66
4130003,60,40,#faa
4130004,296,54,#f66
4150005,56,16,#f66
4150006,148,18,#f66
4150007,1121,178,#f66
4150008,476,62,#f66
4150009,275,22,#f66
4150010,635,76,#f66
4150011,89,16,#f66
4150012,551,162,#f66
4150013,226,54,#f66
4150014,62,20,#f66
4150015,485,214,#f66
4170101,283,45,#f66
4170202,316,22,#f66
4170303,137,19,#f66
4170307,178,8,#f66
4170404,21,0,#f66
4170405,138,19,#f66
4190002,438,64,#f66
4190003,174,15,#f66
4190004,357,122,#f66
4190005,1077,161,#f66
4190006,271,67,#f66
4190007,343,180,#faa
4190008,441,234,#faa
4210101,47,5,#f66
4210102,143,25,#f66
4210201,102,26,#f66
4210202,74,3,#f66
4210301,86,12,#f66
4210302,146,15,#f66
4210401,310,35,#f66
4230001,89,115,#aaf
4230002,63,236,#66f
4230003,1347,295,#f66
4230004,469,387,#faa
4230005,1948,346,#f66
4230006,473,111,#f66
4230007,738,237,#f66
4230008,589,204,#f66
4230009,53,82,#aaf
4230010,715,999,#aaf
4230011,93,737,#66f
4230012,102,770,#66f
4230013,22,885,#66f
4230014,466,294,#faa
4230015,2585,271,#f66
4230016,76,643,#66f
4230017,482,85,#f66
4230018,24,717,#66f
4230019,2263,381,#f66
4230020,82,119,#aaf
4230021,924,196,#f66
4230022,70,71,#aaf
4230023,1284,348,#f66
4230025,1273,230,#f66
4230026,1294,231,#f66
4230027,777,253,#f66
4230028,1893,343,#f66
4230029,844,304,#f66
4230030,2512,328,#f66
4230031,1795,214,#f66
4230032,1409,310,#f66
4230034,150,535,#66f
4230035,486,774,#aaf
4230036,302,1157,#66f
4230037,377,65,#f66
4230038,1077,330,#f66
4230039,52,103,#aaf
4230040,2599,419,#f66
4230041,1565,266,#f66
4230042,1998,396,#f66
4230043,432,151,#f66
4230044,1316,729,#faa
4230045,723,77,#f66
4230046,387,183,#f66
4230047,161,99,#faa
4230048,118,58,#f66
4230049,49,73,#aaf
4230050,1319,283,#f66
4230052,930,193,#f66
4230054,1543,401,#f66
4230055,1747,772,#f66
4230056,1855,409,#f66
4230058,1509,349,#f66
4230059,1919,359,#f66
4230060,132,133,#aaf
4230061,716,453,#faa
4230063,8,25,#66f
4230064,64,29,#f66
4230065,22,53,#66f
4230066,200,168,#faa
4230070,183,72,#f66
4230071,2005,342,#f66
4230072,24,37,#aaf
4230073,195,141,#faa
4230074,43,14,#f66
4230075,2223,288,#f66
4230076,94,209,#66f
4230077,153,77,#faa
4230078,84,13,#f66
4230079,1756,389,#f66
4230080,9,6,#faa
4230081,42,75,#aaf
4230082,10,9,#faa
4250001,646,143,#f66
4250002,815,151,#f66
4250003,708,161,#f66
4250004,702,158,#f66
4270001,219,1207,#66f
4270002,253,1413,#66f
4270003,53,519,#66f
4270004,168,221,#aaf
4270005,11,48,#66f
4270006,236,2345,#66f
4270007,40,310,#66f
4270008,145,1185,#66f
4270009,144,1295,#66f
4270010,278,1717,#66f
4310003,126,6,#f66
4310004,87,8,#f66
4330001,126,25,#f66
4330002,128,40,#f66
4330003,125,37,#f66
4330004,128,58,#f66
4350101,177,122,#faa
4350201,329,60,#f66
4350301,431,79,#f66
4350401,173,108,#faa
4370001,222,95,#f66
4370002,406,130,#f66
4370003,337,114,#f66
4370004,104,85,#faa
4370006,141,58,#f66
4370007,265,41,#f66
4370009,22,12,#faa
4370011,158,44,#f66
4391001,470,298,#faa
4391004,796,589,#faa
4391005,9,364,#66f
4391008,2,166,#66f
4391009,510,255,#faa
4391010,24,161,#66f
4391011,42,321,#66f
4391012,501,781,#aaf
4391013,169,1268,#66f
4391014,180,150,#faa
4391015,263,310,#aaf
4391019,62,223,#66f
4391021,1297,551,#f66
4391022,495,261,#faa
4391023,1365,853,#faa
4391024,995,467,#f66
4391025,397,747,#aaf
4391034,1371,372,#f66
4391056,26,293,#66f
4391059,16,285,#66f
4391061,11,130,#66f
4391062,11,12,#aaf
4391064,19,19,#ddd
4391066,151,252,#aaf
4391071,435,720,#aaf
4391074,26,272,#66f
4391075,62,283,#66f
4391076,339,342,#aaf
4391078,16,437,#66f
4391079,23,626,#66f
4391080,24,676,#66f
4391081,525,278,#faa
4391082,121,129,#aaf
4391083,57,354,#66f
4391084,0,0,#ddd
4391085,218,178,#faa
4391088,110,417,#66f
4391089,8,812,#66f
4391090,11,841,#66f
4391094,280,431,#aaf
4391095,400,181,#f66
4391098,37,785,#66f
4391099,119,295,#66f
4391103,667,269,#f66
4391104,94,1417,#66f
4391105,699,444,#faa
4391106,8,1372,#66f
4391108,595,429,#faa
4391109,89,228,#66f
4391111,901,213,#f66
4391117,700,505,#faa
4391119,1121,1578,#aaf
4391120,29,1564,#66f
4391126,374,763,#66f
4391127,24,907,#66f
4391132,30,886,#66f
4391133,584,493,#faa
4391142,414,353,#faa
4391146,562,830,#aaf
4391149,252,1118,#66f
4391150,257,705,#66f
4391151,324,382,#aaf
4391153,59,980,#66f
4391154,30,342,#66f
4391165,73,69,#faa
4391167,521,374,#faa
4391170,599,962,#aaf
4391175,286,310,#aaf
4391184,139,157,#aaf
4391186,287,123,#f66
4391188,8,350,#66f
4391189,790,621,#faa
4391197,1660,1313,#faa
4391198,98,98,#ddd
4391199,187,94,#faa
4391206,1185,508,#f66
4391207,794,690,#faa
4391208,1955,748,#f66
4391211,37,1231,#66f
4391227,681,1672,#66f
4391236,163,185,#aaf
4391237,126,190,#aaf
4391238,721,1077,#aaf
4391241,44,88,#aaf
4391244,88,25,#f66
4391251,382,1440,#66f
4391255,677,1188,#aaf
4391257,393,547,#aaf
4391264,782,381,#f66
4391265,602,750,#aaf
4391270,171,170,#faa
4391271,1831,625,#f66
4391273,452,538,#aaf
4391278,229,1000,#66f
4391279,395,920,#66f
4391291,32,1328,#66f
4391292,206,645,#66f
4391293,127,619,#66f
4391294,1528,714,#f66
4391295,139,314,#66f
4391296,1254,572,#f66
4391297,23,1658,#66f
4391298,630,501,#faa
4391300,471,809,#aaf
4391301,105,1042,#66f
4391311,256,953,#66f
4391337,1141,364,#f66
4391339,1117,604,#faa
4391345,73,67,#faa
4391346,11,627,#66f
4391347,1631,1294,#faa
4391348,319,87,#f66
4391351,0,0,#ddd
4391352,279,112,#f66
4391366,1,0,#f66
4391376,6,3,#faa
4391377,1299,1095,#faa
4391378,600,1425,#66f
4391380,455,483,#aaf
4391382,341,819,#66f
4391388,561,848,#aaf
4391394,0,0,#ddd
4391404,8,9,#aaf
4391407,15,26,#aaf
4391408,22,50,#66f
4391412,0,0,#ddd
4391414,4,19,#66f
4391415,145,577,#66f
4391416,50,37,#faa
4391418,0,0,#ddd
4391420,0,0,#ddd
4391423,1430,377,#f66
4391424,10,6,#faa
4391427,7,3,#f66
4391430,3,1,#f66
4391431,805,237,#f66
4391434,0,0,#ddd
4391436,177,178,#aaf
4391437,281,182,#faa
4391439,10,32,#66f
4391440,271,928,#66f
4391441,65,364,#66f
4391442,0,1,#66f
4391444,10,33,#66f
4391445,6,17,#66f
4391455,0,0,#ddd
4391457,0,0,#ddd
4391459,368,855,#66f
4391460,270,1079,#66f
4391463,175,533,#66f
4391472,0,0,#ddd
4391473,24,21,#faa
4391476,26,30,#aaf
4391477,69,484,#66f
4391479,26,64,#66f
4391481,38,138,#66f
4391482,38,248,#66f
4391489,308,647,#66f
4391490,102,253,#66f
4391491,0,0,#ddd
4391501,145,139,#faa
4391504,949,229,#f66
4391514,0,0,#ddd
4391515,12,8,#faa
4391518,102,361,#66f
4391543,0,0,#ddd
4391544,0,4,#66f
4391547,0,1,#66f
4391549,0,0,#ddd
4391550,3,27,#66f
4391555,0,2,#66f
4391559,36,75,#66f
4391564,0,0,#ddd
4391576,6,87,#66f
4391577,64,476,#66f
4391578,162,512,#66f
4391586,1,8,#66f
4391589,0,0,#ddd
4391594,0,0,#ddd
4391597,42,151,#66f
4391603,310,663,#66f
4391605,0,0,#ddd
4391607,0,0,#ddd
4391608,256,288,#aaf
4391610,0,0,#ddd
4391611,5,9,#aaf
4391617,5,14,#66f
4391619,2,9,#66f
4391621,5,20,#66f
4391622,10,15,#aaf
4391623,0,0,#ddd
4391625,0,0,#ddd
4391627,137,42,#f66
4391628,0,0,#ddd
4391631,67,86,#aaf
4391633,7,12,#aaf
4391639,379,1374,#66f
4391641,767,873,#aaf
4391642,361,759,#66f
4391651,0,0,#ddd
4391652,1,100,#66f
4391672,0,0,#ddd
4391674,0,0,#ddd
4391676,54,84,#aaf
4391677,1,5,#66f
4391678,0,8,#66f
4391679,0,0,#ddd
4391684,93,105,#aaf
4392002,0,0,#ddd
4392003,436,227,#faa
4392007,1082,454,#f66
4392026,754,464,#faa
4392027,261,428,#aaf
4392028,591,253,#f66
4392029,1615,686,#f66
4392030,520,1337,#66f
4392031,882,1935,#66f
4392033,700,387,#faa
4392052,570,719,#aaf
4392055,843,498,#faa
4392058,1,0,#f66
4392100,167,139,#faa
4392112,1041,311,#f66
4392134,103,285,#66f
4392143,213,196,#faa
4392145,270,473,#aaf
4392147,470,261,#faa
4392148,352,708,#66f
4392158,921,520,#faa
4392161,351,619,#aaf
4392168,658,650,#faa
4392169,184,400,#66f
4392171,1228,573,#f66
4392173,559,179,#f66
4392174,990,625,#faa
4392180,42,439,#66f
4392181,1090,635,#faa
4392190,83,89,#aaf
4392205,1119,473,#f66
4392210,159,169,#aaf
4392217,693,918,#aaf
4392219,1047,633,#faa
4392220,1183,561,#f66
4392221,1570,1188,#faa
4392223,1028,305,#f66
4392224,480,634,#aaf
4392225,156,538,#66f
4392226,356,585,#aaf
4392228,1182,486,#f66
4392229,819,560,#faa
4392235,538,848,#aaf
4392246,604,239,#f66
4392258,266,88,#f66
4392262,421,121,#f66
4392263,383,545,#aaf
4392266,1342,641,#f66
4392267,414,707,#aaf
4392268,293,422,#aaf
4392269,139,125,#faa
4392274,2,1,#faa
4392275,248,294,#aaf
4392280,692,397,#faa
4392281,551,350,#faa
4392299,96,234,#66f
4392302,182,707,#66f
4392303,976,447,#f66
4392304,1097,456,#f66
4392305,690,468,#faa
4392306,980,377,#f66
4392307,1728,925,#faa
4392308,890,509,#faa
4392309,313,372,#aaf
4392310,689,441,#faa
4392313,1088,501,#f66
4392314,1522,654,#f66
4392315,410,542,#aaf
4392316,563,507,#faa
4392317,577,280,#f66
4392318,798,356,#f66
4392319,1082,498,#f66
4392320,339,707,#66f
4392341,78,147,#aaf
4392349,407,563,#aaf
4392353,290,405,#aaf
4392354,536,788,#aaf
4392355,579,313,#faa
4392356,1027,807,#faa
4392357,1258,516,#f66
4392358,1151,486,#f66
4392360,1511,491,#f66
4392379,782,1488,#aaf
4392381,471,1044,#66f
4392383,541,755,#aaf
4392393,111,119,#aaf
4392401,131,84,#faa
4392402,10,0,#f66
4392403,5,17,#66f
4392405,818,1539,#aaf
4392411,42,156,#66f
4392413,179,349,#aaf
4392419,0,0,#ddd
4392425,927,823,#faa
4392426,1113,466,#f66
4392428,98,144,#aaf
4392435,788,456,#faa
4392438,522,908,#aaf
4392448,609,1088,#aaf
4392449,486,743,#aaf
4392450,459,883,#aaf
4392451,19,76,#66f
4392453,294,465,#aaf
4392461,248,928,#66f
4392462,353,593,#aaf
4392464,197,101,#faa
4392466,240,460,#aaf
4392467,605,853,#aaf
4392468,965,565,#faa
4392474,167,53,#f66
4392484,265,648,#66f
4392488,485,790,#aaf
4392505,731,301,#f66
4392506,1804,976,#faa
4392513,0,0,#ddd
4392519,286,353,#aaf
4392520,708,493,#faa
4392521,516,279,#faa
4392522,1393,722,#faa
4392523,298,580,#aaf
4392524,1422,269,#f66
4392525,562,1177,#66f
4392535,823,334,#f66
4392536,630,566,#faa
4392537,269,583,#66f
4392541,494,833,#aaf
4392546,0,6,#66f
4392548,805,246,#f66
4392553,322,456,#aaf
4392556,840,404,#f66
4392557,229,470,#66f
4392561,0,0,#ddd
4392569,4,25,#66f
4392571,0,0,#ddd
4392581,590,734,#aaf
4392600,0,0,#ddd
4392601,0,0,#ddd
4392606,4,7,#aaf
4392609,0,0,#ddd
4392612,0,0,#ddd
4392613,92,263,#66f
4392614,59,57,#faa
4392616,13,17,#aaf
4392618,2,2,#ddd
4392635,818,1407,#aaf
4392636,1028,481,#f66
4392643,1667,1556,#faa
4392644,1047,1299,#aaf
4392645,988,376,#f66
4392655,245,305,#aaf
4392656,20,26,#aaf
4392657,4,8,#aaf
4392658,69,170,#66f
4392659,2,5,#66f
4392660,73,48,#faa
4392670,29,45,#aaf
4392673,0,0,#ddd
4392675,0,0,#ddd
4392680,0,0,#ddd
4392681,0,0,#ddd
4393032,589,258,#f66
4393035,1798,680,#f66
4393036,649,468,#faa
4393037,1378,518,#f66
4393038,1172,615,#faa
4393039,1712,431,#f66
4393040,972,295,#f66
4393041,766,419,#faa
4393043,2020,655,#f66
4393049,1528,403,#f66
4393054,1636,570,#f66
4393063,1731,544,#f66
4393072,1397,388,#f66
4393114,1006,436,#f66
4393131,723,311,#f66
4393139,489,238,#f66
4393140,790,281,#f66
4393152,18,4,#f66
4393156,918,286,#f66
4393157,800,517,#faa
4393160,724,572,#faa
4393164,712,422,#faa
4393166,698,554,#faa
4393172,1041,523,#faa
4393176,1228,649,#faa
4393177,1029,235,#f66
4393183,1307,788,#faa
4393185,2,1,#faa
4393187,580,292,#faa
4393192,423,86,#f66
4393193,1478,397,#f66
4393194,773,389,#faa
4393196,1081,385,#f66
4393200,993,529,#faa
4393209,1945,471,#f66
4393212,715,462,#faa
4393213,694,328,#f66
4393214,1059,452,#f66
4393215,1224,376,#f66
4393216,1256,716,#faa
4393240,872,415,#f66
4393247,531,417,#faa
4393248,2135,686,#f66
4393249,1238,774,#faa
4393254,827,495,#faa
4393260,762,271,#f66
4393282,810,286,#f66
4393283,827,333,#f66
4393286,387,38,#f66
4393287,951,440,#f66
4393289,970,468,#f66
4393321,1751,792,#f66
4393322,1022,440,#f66
4393323,1908,499,#f66
4393324,972,375,#f66
4393325,482,185,#f66
4393326,318,211,#faa
4393327,785,332,#f66
4393329,718,594,#faa
4393330,679,185,#f66
4393331,2123,420,#f66
4393332,981,579,#faa
4393333,1789,853,#f66
4393334,756,489,#faa
4393335,1032,452,#f66
4393336,688,594,#faa
4393359,1212,329,#f66
4393361,1171,533,#f66
4393363,248,57,#f66
4393364,303,174,#faa
4393365,2011,512,#f66
4393367,788,297,#f66
4393368,465,129,#f66
4393372,2351,929,#f66
4393384,636,335,#faa
4393385,1559,512,#f66
4393386,2285,637,#f66
4393387,1130,306,#f66
4393389,1238,858,#faa
4393390,2155,554,#f66
4393391,773,676,#faa
4393392,1171,344,#f66
4393396,1399,561,#f66
4393398,607,281,#f66
4393406,1,0,#f66
4393409,24,5,#f66
4393417,615,270,#f66
4393421,760,195,#f66
4393422,1913,470,#f66
4393433,323,116,#f66
4393443,1055,500,#f66
4393446,0,0,#ddd
4393447,0,0,#ddd
4393465,1180,527,#f66
4393469,612,237,#f66
4393470,44,22,#faa
4393471,927,226,#f66
4393486,1912,711,#f66
4393500,201,44,#f66
4393502,911,166,#f66
4393507,917,452,#f66
4393509,831,356,#f66
4393510,1711,441,#f66
4393511,776,769,#faa
4393516,1051,365,#f66
4393517,770,489,#faa
4393526,632,192,#f66
4393527,1031,384,#f66
4393529,1214,291,#f66
4393530,1368,510,#f66
4393538,888,276,#f66
4393539,4,0,#f66
4393542,1024,412,#f66
4393545,1387,336,#f66
4393552,2372,1128,#f66
4393554,1518,449,#f66
4393558,3008,726,#f66
4393560,0,0,#ddd
4393562,72,9,#f66
4393566,0,0,#ddd
4393567,2054,515,#f66
4393570,1071,524,#f66
4393574,0,1,#66f
4393575,0,0,#ddd
4393579,497,122,#f66
4393580,33,10,#f66
4393582,26,2,#f66
4393583,0,0,#ddd
4393584,0,0,#ddd
4393585,0,0,#ddd
4393590,0,0,#ddd
4393624,68,17,#f66
4393626,236,87,#f66
4393637,1854,986,#faa
4393646,943,425,#f66
4393647,1096,557,#faa
4393648,1378,590,#f66
4393653,0,0,#ddd
4393654,0,0,#ddd
4393661,0,0,#ddd
4393662,5,4,#faa
4393663,0,0,#ddd
4393664,0,0,#ddd
4393665,0,0,#ddd
4393667,35,8,#f66
4393668,131,38,#f66
4393669,1,1,#ddd
4393671,336,138,#f66
4394006,25,164,#66f
4394016,533,425,#faa
4394017,232,748,#66f
4394018,433,177,#f66
4394020,495,277,#faa
4394042,370,226,#faa
4394044,2102,526,#f66
4394045,1350,396,#f66
4394046,1627,394,#f66
4394047,1197,304,#f66
4394048,50,234,#66f
4394050,57,449,#66f
4394051,1,1,#ddd
4394053,402,176,#f66
4394057,206,119,#faa
4394060,308,539,#aaf
4394065,1497,387,#f66
4394067,111,445,#66f
4394068,109,356,#66f
4394069,1689,763,#f66
4394070,814,599,#faa
4394073,136,66,#f66
4394077,95,82,#faa
4394086,1283,465,#f66
4394087,52,153,#66f
4394091,972,390,#f66
4394092,66,248,#66f
4394093,170,551,#66f
4394096,197,393,#aaf
4394097,167,367,#66f
4394101,249,258,#aaf
4394102,232,214,#faa
4394107,82,291,#66f
4394110,82,321,#66f
4394113,145,69,#f66
4394115,426,71,#f66
4394116,879,403,#f66
4394118,405,320,#faa
4394121,821,435,#faa
4394122,208,383,#aaf
4394123,133,368,#66f
4394124,410,310,#faa
4394125,155,110,#faa
4394128,954,484,#faa
4394129,500,228,#f66
4394130,1318,513,#f66
4394135,421,285,#faa
4394136,587,496,#faa
4394137,625,289,#f66
4394138,199,150,#faa
4394141,842,490,#faa
4394144,571,266,#f66
4394155,300,559,#aaf
4394159,466,319,#faa
4394162,90,75,#faa
4394163,527,256,#f66
4394178,1222,609,#f66
4394179,299,287,#faa
4394182,1356,621,#f66
4394191,491,206,#f66
4394195,131,336,#66f
4394201,86,371,#66f
4394202,421,284,#faa
4394203,430,497,#aaf
4394204,992,603,#faa
4394218,325,232,#faa
4394222,314,269,#faa
4394230,1546,731,#f66
4394231,106,408,#66f
4394232,1142,722,#faa
4394233,92,374,#66f
4394234,1451,586,#f66
4394239,43,21,#f66
4394242,284,79,#f66
4394243,415,247,#faa
4394245,26,36,#aaf
4394250,919,503,#faa
4394252,345,247,#faa
4394253,155,100,#faa
4394256,89,157,#aaf
4394259,570,186,#f66
4394261,932,675,#faa
4394272,123,83,#faa
4394276,798,431,#faa
4394284,125,28,#f66
4394285,101,98,#faa
4394288,5,73,#66f
4394290,819,425,#faa
4394312,22,22,#ddd
4394328,428,256,#faa
4394338,1093,629,#faa
4394340,875,270,#f66
4394342,1040,448,#f66
4394343,757,257,#f66
4394344,628,301,#f66
4394350,455,419,#faa
4394362,3,0,#f66
4394369,1306,615,#f66
4394370,0,0,#ddd
4394371,453,83,#f66
4394373,81,32,#f66
4394374,753,484,#faa
4394375,1085,309,#f66
4394395,209,79,#f66
4394397,132,90,#faa
4394399,95,26,#f66
4394400,78,45,#faa
4394410,807,608,#faa
4394429,343,136,#f66
4394432,1,12,#66f
4394452,523,411,#faa
4394454,876,333,#f66
4394456,522,209,#f66
4394458,0,0,#ddd
4394475,11,19,#aaf
4394478,0,0,#ddd
4394480,271,45,#f66
4394483,10,12,#aaf
4394485,89,91,#aaf
4394487,0,0,#ddd
4394492,230,138,#faa
4394493,106,60,#faa
4394494,1,2,#aaf
4394495,22,53,#66f
4394496,104,209,#66f
4394497,429,750,#aaf
4394498,344,113,#f66
4394499,1043,723,#faa
4394503,169,226,#aaf
4394508,757,405,#faa
4394512,0,0,#ddd
4394528,1441,718,#f66
4394531,1188,507,#f66
4394532,639,158,#f66
4394533,510,217,#f66
4394534,1331,634,#f66
4394540,1492,904,#faa
4394551,1674,793,#f66
4394563,0,0,#ddd
4394565,21,11,#faa
4394568,9,16,#aaf
4394572,10,28,#66f
4394573,0,0,#ddd
4394587,2,132,#66f
4394588,1616,797,#f66
4394591,809,475,#faa
4394592,0,0,#ddd
4394593,58,66,#aaf
4394595,29,19,#faa
4394596,44,54,#aaf
4394598,0,0,#ddd
4394599,1021,584,#faa
4394602,0,0,#ddd
4394604,0,0,#ddd
4394615,0,0,#ddd
4394620,10,25,#66f
4394629,0,0,#ddd
4394630,0,0,#ddd
4394632,0,0,#ddd
4394634,279,169,#faa
4394638,1463,724,#f66
4394640,93,101,#aaf
4394649,1183,418,#f66
4394650,1114,783,#faa
4394666,0,0,#ddd
4394682,61,86,#aaf
4394683,0,0,#ddd
4394685,0,0,#ddd
4394686,0,0,#ddd
4394687,60,43,#faa
4394688,5,9,#aaf
4394689,14,25,#aaf
4394690,2,2,#ddd
4394691,3,2,#faa
4394692,6,7,#aaf
4394693,1,2,#aaf
4394694,24,6,#f66
4410101,1569,616,#f66
4410102,1034,331,#f66
4410103,1129,387,#f66
4410104,1507,275,#f66
4410105,1144,514,#f66
4410106,426,190,#f66
4410107,274,75,#f66
4410108,640,68,#f66
4410109,140,10,#f66
4410110,54,13,#f66
4410201,414,346,#faa
4410202,719,586,#faa
4410203,786,517,#faa
4410204,748,139,#f66
4410205,866,642,#faa
4410206,1063,258,#f66
4410207,146,46,#f66
4410301,1074,367,#f66
4410302,1301,276,#f66
4410303,919,94,#f66
4410304,1291,396,#f66
4410305,1667,315,#f66
4410306,2007,287,#f66
4410307,2514,367,#f66
4410308,785,139,#f66
4410401,369,214,#faa
4410402,1295,355,#f66
4410403,915,398,#f66
4410404,857,384,#f66
4410405,694,285,#f66
4410406,1575,421,#f66
4410407,650,155,#f66
4410408,1916,235,#f66
4410409,416,49,#f66
4430001,87,11,#f66
4430003,117,26,#f66
4450101,209,47,#f66
4450102,899,162,#f66
4450201,246,148,#faa
4450202,246,108,#f66
4450301,355,358,#aaf
4450401,509,223,#f66
4450402,138,13,#f66
4470001,189,33,#f66
4470002,186,27,#f66
4473003,165,25,#f66
4474005,47,6,#f66
4474006,113,18,#f66
4490001,46,321,#66f
4490002,201,165,#faa
4490003,280,77,#f66
4490004,301,77,#f66
4490005,153,25,#f66
4490006,612,124,#f66
4490007,477,159,#f66
4490008,200,287,#aaf
4490009,171,70,#f66
4490010,410,70,#f66
4490011,84,28,#f66
4490012,148,35,#f66
4490014,495,345,#faa
4490015,369,91,#f66
4490016,1091,264,#f66
4490017,81,162,#aaf
4490018,89,24,#f66
4490019,267,142,#faa
4490020,609,182,#f66
4510106,380,307,#faa
4510107,188,79,#f66
4510108,449,58,#f66
4510112,498,59,#f66
4510114,103,295,#66f
4510124,165,420,#66f
4510137,658,616,#faa
4510144,398,329,#faa
4510146,800,587,#faa
4510213,1481,155,#f66
4510215,1210,291,#f66
4510225,50,2,#f66
4510228,1173,372,#f66
4510230,2306,708,#f66
4510241,2571,481,#f66
4510304,1291,445,#f66
4510305,28,10,#f66
4510306,562,204,#f66
4510308,100,73,#faa
4510319,1590,375,#f66
4510327,841,493,#faa
4510348,322,86,#f66
4510351,236,46,#f66
4510358,1862,366,#f66
4510401,99,32,#f66
4510402,1218,525,#f66
4510420,125,26,#f66
4510421,1310,366,#f66
4510422,662,90,#f66
4510423,588,82,#f66
4510424,1216,343,#f66
4510434,329,185,#faa
4510435,390,201,#faa
4510436,1677,586,#f66
4530101,396,1875,#66f
4530102,111,369,#66f
4530103,345,626,#aaf
4530104,288,446,#aaf
4530105,945,2250,#66f
4530106,906,876,#faa
4530107,122,68,#faa
4530108,199,608,#66f
4530109,446,857,#aaf
4530110,1111,1505,#aaf
4530111,849,1617,#aaf
4530112,258,565,#66f
4530113,1005,2192,#66f
4530114,58,114,#aaf
4530115,0,0,#ddd
4530116,0,0,#ddd
4530117,139,1322,#66f
4530118,47,302,#66f
4530119,0,0,#ddd
4530120,26,42,#aaf
4530121,31,511,#66f
4530122,80,1599,#66f
4530123,996,971,#faa
4530124,164,2391,#66f
4530125,1,2,#aaf
4530126,137,2529,#66f
4530127,0,1,#66f
4530128,0,0,#ddd
4530129,58,1388,#66f
4530130,151,938,#66f
4530131,0,0,#ddd
4530132,138,1409,#66f
4530133,203,1176,#66f
4530134,0,0,#ddd
4530135,468,2392,#66f
4530136,929,973,#aaf
4530137,2145,1915,#faa
4530138,0,0,#ddd
4530139,381,1330,#66f
4530140,212,787,#66f
4530141,58,163,#66f
4530142,76,424,#66f
4530145,552,1131,#66f
4530146,829,941,#aaf
4530148,796,1438,#aaf
4530149,123,744,#66f
4530150,884,598,#faa
4530151,203,1277,#66f
4530152,182,2077,#66f
4530153,718,1716,#66f
4530154,465,837,#aaf
4530156,506,2451,#66f
4530160,474,800,#aaf
4530161,416,611,#aaf
4530163,113,38,#f66
4530164,198,719,#66f
4530200,500,2276,#66f
4530202,344,1741,#66f
4530203,171,233,#aaf
4530205,416,1054,#66f
4530206,175,475,#66f
4530207,1142,1654,#aaf
4530208,1102,2752,#66f
4530209,127,413,#66f
4530210,565,779,#aaf
4530211,324,713,#66f
4530212,2169,1046,#f66
4530213,1,0,#f66
4530214,848,1030,#aaf
4530215,483,804,#aaf
4530216,349,826,#66f
4530217,358,887,#66f
4530218,699,1570,#66f
4530219,729,1086,#aaf
4530220,605,700,#aaf
4530221,392,260,#faa
4530222,455,1074,#66f
4530223,90,227,#66f
4530224,26,87,#66f
4530225,757,1255,#aaf
4530226,236,591,#66f
4530227,152,262,#aaf
4530228,508,606,#aaf
4530229,439,860,#aaf
4530231,943,1107,#aaf
4530232,2818,1361,#f66
4530233,1463,966,#faa
4530234,1105,550,#f66
4530235,245,1315,#66f
4530236,467,1703,#66f
4530237,734,860,#aaf
4530238,679,1225,#aaf
4530239,533,1186,#66f
4530240,256,512,#aaf
4530241,276,885,#66f
4530242,654,2494,#66f
4530243,394,842,#66f
4530244,1435,990,#faa
4530245,500,317,#faa
4530246,550,687,#aaf
4530247,341,266,#faa
4530248,412,1033,#66f
