CNTYVTD,trump,clinton,color
1133206,878,713,#faa
1133207,780,858,#aaf
1133208,388,636,#aaf
1133209,76,59,#faa
1133210,585,675,#aaf
1133211,220,354,#aaf
1133300,981,680,#faa
1133301,930,620,#faa
1133302,503,379,#faa
1133303,597,924,#aaf
1133304,962,718,#faa
1133305,1207,1062,#faa
1133306,405,434,#aaf
1133307,352,532,#aaf
1133308,436,545,#aaf
1133309,663,585,#faa
1133310,769,671,#faa
1133311,711,532,#faa
1133312,1024,971,#faa
1133313,1151,1795,#aaf
1133314,758,1318,#aaf
1133315,318,441,#aaf
1133316,770,880,#aaf
1133317,326,550,#aaf
1133318,476,460,#faa
1133400,65,288,#66f
1133401,0,2,#66f
1133402,66,124,#aaf
1133404,274,756,#66f
1133405,546,888,#aaf
1133406,10,5,#faa
1133407,93,65,#faa
1133408,247,631,#66f
1133409,113,114,#aaf
1133410,37,95,#66f
1133411,3,2,#faa
1133500,2021,669,#f66
1133501,2,1,#faa
1133600,304,1033,#66f
1133601,354,1032,#66f
1133602,102,359,#66f
1133603,62,133,#66f
1133604,486,1392,#66f
1133605,349,1625,#66f
1133606,126,1586,#66f
1133607,288,2108,#66f
1133608,156,1805,#66f
1133609,366,1431,#66f
1133610,130,205,#aaf
1133611,246,454,#aaf
1133612,323,1796,#66f
1133613,153,248,#aaf
1133614,62,504,#66f
1133615,196,1426,#66f
1133616,42,366,#66f
1133617,89,929,#66f
1133618,17,107,#66f
1133619,44,76,#aaf
1133620,102,572,#66f
1133621,0,0,#ddd
1133700,953,1246,#aaf
1133701,1174,1166,#faa
1133702,583,650,#aaf
1133703,21,12,#faa
1133800,118,2296,#66f
1133801,35,133,#66f
1133802,249,2400,#66f
1133803,128,1949,#66f
1133805,140,2823,#66f
1133806,32,506,#66f
1133807,259,1150,#66f
1133808,848,1210,#aaf
1133809,55,189,#66f
1133900,489,2305,#66f
1133920,767,566,#faa
1133921,997,856,#faa
1133922,4,38,#66f
1133950,240,684,#66f
1134002,332,333,#aaf
1134004,272,548,#66f
1134005,197,284,#aaf
1134007,60,61,#aaf
1134008,31,151,#66f
1134009,108,403,#66f
1134010,333,395,#aaf
1134011,99,233,#66f
1134012,18,28,#aaf
1134013,118,118,#ddd
1134014,851,471,#faa
1134015,134,872,#66f
1134016,182,911,#66f
1134017,119,175,#aaf
1134018,287,285,#faa
1134019,121,649,#66f
1134020,42,206,#66f
1134021,425,1546,#66f
1134022,206,859,#66f
1134023,4,2,#faa
1134024,59,1049,#66f
1134025,3,170,#66f
1134026,19,140,#66f
1134027,14,70,#66f
1134028,23,519,#66f
1134029,2,11,#66f
1134030,0,8,#66f
1134031,23,1137,#66f
1134032,280,790,#66f
1134033,177,279,#aaf
1134035,109,505,#66f
1134036,41,358,#66f
1134037,17,74,#66f
1134038,69,1074,#66f
1134039,11,297,#66f
1134040,8,478,#66f
1134041,11,412,#66f
1134043,43,546,#66f
1134044,33,510,#66f
1134046,23,535,#66f
1134047,13,450,#66f
1134048,56,4,#f66
1134049,0,0,#ddd
1134050,575,1660,#66f
1134051,0,0,#ddd
1134052,528,1584,#66f
1134053,36,138,#66f
1134054,30,117,#66f
1134055,257,935,#66f
1134056,137,994,#66f
1134057,144,573,#66f
1134058,79,281,#66f
1134059,17,130,#66f
1134060,155,770,#66f
1134061,224,658,#66f
1134062,164,491,#66f
1134063,295,879,#66f
1134065,115,285,#66f
1134066,91,350,#66f
1134067,210,592,#66f
1134068,187,595,#66f
1134069,301,919,#66f
1134070,127,531,#66f
1134071,14,104,#66f
1134072,20,85,#66f
1134073,231,589,#66f
1134074,327,920,#66f
1134075,87,287,#66f
1134076,212,811,#66f
1134077,85,300,#66f
1134078,142,465,#66f
1134079,811,1684,#66f
1134080,234,233,#faa
1134081,181,925,#66f
1134082,15,136,#66f
1134083,50,137,#66f
1134084,14,236,#66f
1134085,74,348,#66f
1134086,177,816,#66f
1134088,33,78,#66f
1134090,21,21,#ddd
1134092,39,55,#aaf
1134093,1,37,#66f
1134094,126,148,#aaf
1134095,5,12,#66f
1134096,14,3,#f66
1134098,14,12,#faa
1134099,401,249,#faa
1134100,6,5,#faa
1134101,6,40,#66f
1134102,91,61,#faa
1134103,23,47,#66f
1134104,0,1,#66f
1134105,0,3,#66f
1134106,53,41,#faa
1134107,5,49,#66f
1134108,1,37,#66f
1134109,0,25,#66f
1134110,14,606,#66f
1134111,30,89,#66f
1134112,145,14,#f66
1134113,210,565,#66f
1134114,134,465,#66f
1134115,64,74,#aaf
1134116,0,2,#66f
1134117,5,24,#66f
1134118,0,2,#66f
1134119,1,2,#aaf
1134120,26,148,#66f
1134121,0,0,#ddd
1134122,0,0,#ddd
1134123,0,0,#ddd
1134124,0,0,#ddd
1134125,0,0,#ddd
1134300,186,432,#66f
1134500,540,756,#aaf
1134501,647,622,#faa
1134502,803,1144,#aaf
1134503,612,1216,#aaf
1134504,336,393,#aaf
1134505,467,455,#faa
1134506,305,354,#aaf
1134507,46,558,#66f
1134508,115,153,#aaf
1134509,532,310,#faa
1134510,346,445,#aaf
1134511,353,450,#aaf
1134512,384,323,#faa
1134513,417,720,#aaf
1134514,442,268,#faa
1134515,270,449,#aaf
1134516,3,3,#ddd
1134517,1290,673,#faa
1134519,903,959,#aaf
1134520,273,431,#aaf
1134521,1191,1088,#faa
1134522,634,937,#aaf
1134523,94,163,#aaf
1134525,251,418,#aaf
1134527,240,358,#aaf
1134528,0,0,#ddd
1134529,194,256,#aaf
1134530,12,84,#66f
1134531,206,101,#f66
1134532,82,53,#faa
1134533,167,234,#aaf
1134534,19,29,#aaf
1134535,88,167,#aaf
1134536,16,5,#f66
1134537,0,3,#66f
1134538,151,270,#aaf
1134539,0,0,#ddd
1134540,0,0,#ddd
1134541,0,0,#ddd
1134542,0,0,#ddd
1134600,678,475,#faa
1134601,1249,840,#faa
1134602,570,444,#faa
1134603,10,14,#aaf
1134604,713,718,#aaf
1134605,686,585,#faa
1134606,795,680,#faa
1134607,336,477,#aaf
1134609,222,643,#66f
1134610,846,541,#faa
1134611,446,371,#faa
1134612,125,59,#f66
1134614,264,80,#f66
1134615,40,70,#aaf
1134616,209,319,#aaf
1134617,63,37,#faa
1134618,138,111,#faa
1134619,550,266,#f66
1134620,497,345,#faa
1134621,576,1210,#66f
1134622,560,534,#faa
1134623,587,627,#aaf
1134624,514,417,#faa
1134625,743,492,#faa
1134626,983,564,#faa
1134628,263,894,#66f
1134629,241,356,#aaf
1134630,540,367,#faa
1134631,468,311,#faa
1134632,178,437,#66f
1134633,144,321,#66f
1134634,817,584,#faa
1134635,346,477,#aaf
1134636,0,0,#ddd
1134637,747,666,#faa
1134639,94,171,#aaf
1134640,447,972,#66f
1134641,151,139,#faa
1134642,46,38,#faa
1134644,5,7,#aaf
1134645,1,2,#aaf
1134646,141,108,#faa
1134647,1210,869,#faa
1134648,291,870,#66f
1134649,5,10,#aaf
1134650,0,0,#ddd
1134651,4,11,#66f
1134652,129,188,#aaf
1134653,7,25,#66f
1134654,289,312,#aaf
1134655,34,4,#f66
1134656,17,29,#aaf
1134657,12,10,#faa
1134658,24,30,#aaf
1134659,47,54,#aaf
1134660,13,8,#faa
1134661,135,219,#aaf
1134662,71,58,#faa
1134663,0,0,#ddd
1134664,176,243,#aaf
1150001,287,317,#aaf
1150002,339,304,#faa
1150003,826,183,#f66
1150004,756,168,#f66
1150005,73,9,#f66
1150011,111,19,#f66
1150012,45,4,#f66
1150013,96,7,#f66
1150017,58,8,#f66
1170001,598,270,#f66
1170002,604,301,#f66
1170003,1138,373,#f66
1170004,702,295,#f66
1190001,357,65,#f66
1190003,169,111,#faa
1190004,240,66,#f66
1190005,354,87,#f66
1190007,111,34,#f66
1190009,139,31,#f66
1190010,154,60,#f66
1211000,1294,272,#f66
1211001,732,166,#f66
1211002,1574,412,#f66
1211003,1429,349,#f66
1211004,1694,982,#faa
1211005,1072,261,#f66
1211006,1460,530,#f66
1211007,1642,600,#f66
1211008,618,182,#f66
1211009,611,487,#faa
1211010,1001,554,#faa
1211011,856,769,#faa
1211012,1043,713,#faa
1211013,830,579,#faa
1211014,31,77,#66f
1211015,1115,590,#faa
1211016,1195,528,#f66
1211017,1778,927,#faa
1211018,1674,941,#faa
1211019,805,564,#faa
1211020,2050,582,#f66
1211021,1438,551,#f66
1211022,1173,455,#f66
1211023,1642,595,#f66
1211024,976,295,#f66
1211025,1811,562,#f66
1211026,800,659,#faa
1211027,7,8,#aaf
1211028,289,243,#faa
1211029,1874,1049,#faa
1211030,1703,496,#f66
1211031,1636,622,#f66
1211032,1795,761,#f66
1211033,783,324,#f66
1211034,1273,435,#f66
1211035,1910,566,#f66
1211036,1739,687,#f66
1211037,253,94,#f66
1211038,138,41,#f66
1211039,0,0,#ddd
1211040,1091,317,#f66
1212000,566,1218,#66f
1212001,492,1035,#66f
1212002,959,1558,#aaf
1212003,622,509,#faa
1212004,959,872,#faa
1212005,1818,947,#faa
1212006,1191,641,#faa
1212007,748,741,#faa
1212008,1040,906,#faa
1212009,945,540,#faa
1212010,1600,945,#faa
1212011,999,767,#faa
1212012,870,254,#f66
1212013,763,336,#f66
1212014,1162,522,#f66
1212015,868,530,#faa
1212016,1091,699,#faa
1212017,2337,855,#f66
1212018,401,312,#faa
1212019,0,2,#66f
1212021,1315,938,#faa
1212022,1196,546,#f66
1212023,1267,839,#faa
1212024,836,416,#f66
1212025,758,469,#faa
1212026,1433,687,#f66
1212027,683,323,#f66
1212028,1270,975,#faa
1212029,500,333,#faa
1212030,1462,1156,#faa
1212031,679,452,#faa
1212032,530,403,#faa
1212033,827,817,#faa
1212096,0,0,#ddd
1212097,0,0,#ddd
1212099,0,1,#66f
1213000,1583,690,#f66
1213001,1096,390,#f66
1213002,2215,659,#f66
1213003,1130,438,#f66
1213004,1655,476,#f66
1213005,1027,317,#f66
1213006,1486,760,#faa
1213007,1388,1045,#faa
1213008,1246,660,#faa
1213009,1112,548,#f66
1213010,1425,1032,#faa
1213011,1179,1117,#faa
1213012,706,381,#faa
1213013,897,457,#faa
1213014,822,504,#faa
1213015,702,614,#faa
1213016,466,413,#faa
1213017,606,1084,#aaf
1213018,321,241,#faa
1213019,990,1170,#aaf
1213020,59,62,#aaf
1213021,1197,768,#faa
1213022,45,16,#f66
1213024,1380,510,#f66
1213025,1551,541,#f66
1213026,1093,479,#f66
1213027,2049,883,#f66
1213028,1862,695,#f66
1213029,1032,528,#faa
1213030,2026,757,#f66
1213031,1358,541,#f66
1213032,327,388,#aaf
1213098,0,0,#ddd
1213099,0,0,#ddd
1214000,1784,434,#f66
1214001,601,173,#f66
1214002,1498,300,#f66
1214003,2679,670,#f66
1214004,389,616,#aaf
1214005,720,530,#faa
1214006,618,687,#aaf
1214007,827,1614,#aaf
1214008,274,514,#aaf
1214009,566,998,#aaf
1214010,447,400,#faa
1214011,806,1578,#aaf
1214012,425,259,#faa
1214013,13,45,#66f
1214014,124,470,#66f
1214015,149,192,#aaf
1214016,1,1,#ddd
1214017,2091,373,#f66
1214018,1725,450,#f66
1214019,105,40,#f66
1214020,508,134,#f66
1214021,892,148,#f66
1214022,1383,289,#f66
1214023,1500,328,#f66
1214024,1589,481,#f66
1214025,1371,601,#f66
1214026,660,232,#f66
1214027,1861,652,#f66
1214028,2035,495,#f66
1214029,43,12,#f66
1214030,233,71,#f66
1214031,1504,360,#f66
1214032,2332,643,#f66
1214033,1511,559,#f66
1214034,2121,803,#f66
1214035,594,170,#f66
1214036,1826,462,#f66
1214037,252,402,#aaf
1214038,135,31,#f66
1214039,214,597,#66f
1214040,472,349,#faa
1214041,373,222,#faa
1214042,17,3,#f66
1214043,1210,319,#f66
1230101,755,170,#f66
1230102,157,375,#66f
1230201,244,35,#f66
1230202,522,132,#f66
1230203,455,92,#f66
1230301,499,105,#f66
1230302,675,191,#f66
1230303,183,38,#f66
1230401,1020,263,#f66
1230402,612,66,#f66
1250001,80,15,#f66
1250002,68,21,#f66
1250005,138,34,#f66
1250006,200,46,#f66
1270001,263,407,#aaf
1270002,180,568,#66f
1270003,52,177,#66f
1270004,30,26,#faa
1270005,57,440,#66f
1270006,121,306,#66f
1270007,59,217,#66f
1290101,150,27,#f66
1290102,157,36,#f66
1290201,394,64,#f66
1290301,139,8,#f66
1290303,174,34,#f66
1290401,272,57,#f66
1310001,175,960,#66f
1310002,108,692,#66f
1310003,52,190,#66f
1310004,49,66,#aaf
1310005,46,132,#66f
1310006,21,73,#66f
1310007,39,34,#faa
1310008,402,649,#aaf
1310009,88,535,#66f
1330001,1425,258,#f66
1330002,183,31,#f66
1330003,669,132,#f66
1330004,66,8,#f66
1330005,323,58,#f66
1330006,148,18,#f66
1330007,1025,154,#f66
1330008,1356,262,#f66
1330009,249,49,#f66
1350101,1309,368,#f66
1350102,741,297,#f66
1350103,471,142,#f66
1350104,105,27,#f66
1350106,638,151,#f66
1350107,406,67,#f66
1350108,1089,212,#f66
1350109,108,15,#f66
1350110,1023,211,#f66
1350111,201,90,#f66
1350201,2513,357,#f66
1350202,1518,283,#f66
1350203,1547,276,#f66
1350204,763,158,#f66
1350205,980,193,#f66
1350206,315,32,#f66
1350207,938,97,#f66
1350208,1774,376,#f66
1350209,549,137,#f66
1350301,831,345,#f66
1350302,353,160,#f66
1350303,545,260,#f66
1350304,107,84,#faa
1350305,95,84,#faa
1350306,285,190,#faa
1350307,638,290,#f66
1350308,423,106,#f66
1350309,539,160,#f66
1350311,344,155,#f66
1350312,635,151,#f66
1350401,236,121,#faa
1350402,130,488,#66f
1350403,231,715,#66f
1350404,278,175,#faa
1350405,102,247,#66f
1350406,497,426,#faa
1350407,339,109,#f66
1350408,103,117,#aaf
1350409,167,141,#faa
1350412,144,105,#faa
1370001,79,72,#faa
1370002,262,48,#f66
1370003,190,52,#f66
1370004,111,60,#faa
1390101,1338,435,#f66
1390102,1588,363,#f66
1390103,1679,336,#f66
1390104,1366,262,#f66
1390105,1530,218,#f66
1390106,1542,277,#f66
1390107,1412,328,#f66
1390108,1286,298,#f66
1390109,1033,265,#f66
1390110,1340,733,#faa
1390111,671,116,#f66
1390112,718,161,#f66
1390113,139,779,#66f
1390114,599,235,#f66
1390115,616,246,#f66
1390116,819,253,#f66
1390117,1166,336,#f66
1390118,1133,421,#f66
1390119,592,185,#f66
1390120,215,64,#f66
1390121,997,304,#f66
1390122,564,163,#f66
1390123,49,421,#66f
1390124,209,449,#66f
1390125,1460,460,#f66
1390126,322,158,#f66
1390127,165,65,#f66
1390128,36,55,#aaf
1390129,281,118,#f66
1390130,217,147,#faa
1390131,685,313,#f66
1390132,220,75,#f66
1390133,203,78,#f66
1390134,331,52,#f66
1390135,1565,258,#f66
1390136,266,60,#f66
1390137,555,141,#f66
1390138,723,184,#f66
1390139,530,130,#f66
1390140,1372,382,#f66
1390141,778,177,#f66
1390142,807,248,#f66
1390143,1243,301,#f66
1390144,494,437,#faa
1390145,1010,657,#faa
1390146,1008,436,#f66
1390147,1472,558,#f66
1390148,758,536,#faa
1390149,472,207,#f66
1410001,222,528,#66f
1410002,227,765,#66f
1410003,339,613,#aaf
1410004,301,538,#aaf
1410005,854,1163,#aaf
1410006,630,325,#faa
1410007,806,719,#faa
1410008,1230,508,#f66
1410009,918,875,#faa
1410010,465,1074,#66f
1410011,792,1077,#aaf
1410012,167,159,#faa
1410013,658,815,#aaf
1410014,914,741,#faa
1410015,852,558,#faa
1410016,487,1008,#66f
1410017,474,413,#faa
1410018,1086,787,#faa
1410019,643,902,#aaf
1410020,282,329,#aaf
1410021,772,565,#faa
1410022,619,727,#aaf
1410023,471,285,#faa
1410024,1107,757,#faa
1410025,485,616,#aaf
1410026,422,542,#aaf
1410027,303,504,#aaf
1410028,27,138,#66f
1410029,393,688,#aaf
1410030,16,67,#66f
1410031,113,302,#66f
1410032,307,502,#aaf
1410033,498,757,#aaf
1410034,45,183,#66f
1410035,464,687,#aaf
1410036,156,653,#66f
1410037,81,641,#66f
1410038,142,628,#66f
1410039,32,236,#66f
1410040,48,272,#66f
1410041,70,304,#66f
1410042,73,550,#66f
1410043,603,544,#faa
1410044,701,875,#aaf
1410045,589,970,#aaf
1410046,239,424,#aaf
1410047,602,806,#aaf
1410048,219,610,#66f
1410049,266,370,#aaf
1410050,517,837,#aaf
1410051,512,592,#aaf
1410052,280,661,#66f
1410053,417,771,#aaf
1410054,241,558,#66f
1410055,438,684,#aaf
1410056,520,566,#aaf
1410057,249,404,#aaf
1410058,320,484,#aaf
1410059,328,739,#66f
1410060,736,532,#faa
1410061,336,392,#aaf
1410062,137,371,#66f
1410063,245,688,#66f
1410064,246,789,#66f
1410065,109,123,#aaf
1410066,239,724,#66f
1410067,260,641,#66f
1410068,66,174,#66f
1410069,376,1144,#66f
1410070,241,882,#66f
1410071,243,669,#66f
1410072,110,449,#66f
1410073,110,398,#66f
1410074,147,669,#66f
1410075,251,501,#aaf
1410076,142,475,#66f
1410077,208,617,#66f
1410078,136,472,#66f
1410079,29,218,#66f
1410080,58,491,#66f
1410081,25,127,#66f
1410082,134,676,#66f
1410083,76,435,#66f
1410084,114,748,#66f
1410085,93,581,#66f
1410086,77,94,#aaf
1410087,1,0,#f66
1410088,226,153,#faa
1410089,327,968,#66f
1410090,416,603,#aaf
1410091,148,342,#66f
1410092,680,876,#aaf
1410093,306,488,#aaf
1410094,454,804,#aaf
1410095,520,805,#aaf
1410096,690,966,#aaf
1410097,369,569,#aaf
1410098,507,601,#aaf
1410099,173,412,#66f
1410100,474,878,#aaf
1410101,502,755,#aaf
1410102,346,725,#66f
1410103,483,546,#aaf
1410104,566,787,#aaf
1410105,445,881,#aaf
1410106,378,949,#66f
1410107,376,650,#aaf
1410108,562,535,#faa
1410109,351,501,#aaf
1410110,503,896,#aaf
1410111,196,517,#66f
1410112,250,874,#66f
1410113,303,619,#66f
1410114,417,1018,#66f
1410115,506,1022,#66f
1410116,644,1429,#66f
1410117,442,886,#66f
1410118,415,670,#aaf
1410119,426,650,#aaf
1410120,364,898,#66f
1410121,272,665,#66f
1410122,368,1115,#66f
1410123,303,947,#66f
1410124,235,758,#66f
1410125,516,1130,#66f
1410126,823,1270,#aaf
1410127,55,89,#aaf
1410128,375,619,#aaf
1410129,79,164,#66f
1410130,468,938,#66f
1410131,54,143,#66f
1410132,18,57,#66f
1410133,170,923,#66f
1410134,126,401,#66f
1410135,153,797,#66f
1410136,116,626,#66f
1410137,118,698,#66f
1410138,160,798,#66f
1410139,184,676,#66f
1410140,103,564,#66f
1410141,97,417,#66f
1410142,83,443,#66f
1410143,152,896,#66f
1410144,187,870,#66f
1410145,177,657,#66f
1410146,98,448,#66f
1410147,141,494,#66f
1410148,148,764,#66f
1410149,191,882,#66f
1410150,133,589,#66f
1410151,101,682,#66f
1410152,67,552,#66f
1410153,170,809,#66f
1410154,150,701,#66f
1410155,97,333,#66f
1410156,177,938,#66f
1410157,103,585,#66f
1410158,1007,1259,#aaf
1410159,70,464,#66f
1410160,161,719,#66f
1410161,82,266,#66f
1410162,149,817,#66f
1410163,180,716,#66f
1410164,181,949,#66f
1410165,169,862,#66f
1410166,379,593,#aaf
1410167,159,942,#66f
1410168,330,618,#aaf
1410169,317,1083,#66f
1410170,395,660,#aaf
1410171,174,1120,#66f
1410172,302,1243,#66f
1410173,114,399,#66f
1410174,1,3,#66f
1410175,32,74,#66f
1410176,315,309,#faa
1410177,158,123,#faa
1410178,204,336,#aaf
1410179,25,187,#66f
1410180,59,379,#66f
1410181,7,21,#66f
1410182,60,123,#66f
1410183,0,2,#66f
1410184,56,50,#faa
1410185,175,177,#aaf
1410186,139,230,#aaf
1410187,8,13,#aaf
1410188,30,25,#faa
1410189,2,3,#aaf
1410190,0,0,#ddd
1410191,0,0,#ddd
1430010,437,117,#f66
1430011,172,56,#f66
1430012,642,129,#f66
1430018,865,127,#f66
1430019,611,96,#f66
1430020,553,95,#f66
1430021,619,123,#f66
1430023,223,46,#f66
1430024,445,82,#f66
1430025,360,59,#f66
1430030,335,51,#f66
1430031,600,90,#f66
1430032,695,143,#f66
1430033,371,126,#f66
1430034,512,71,#f66
1430035,34,29,#faa
1430041,376,52,#f66
1430044,823,113,#f66
1430045,786,202,#f66
1430046,340,69,#f66
1430047,530,89,#f66
1450101,205,183,#faa
1450104,354,77,#f66
1450105,343,180,#faa
1450201,213,68,#f66
1450203,19,305,#66f
1450204,102,431,#66f
1450301,298,69,#f66
1450302,109,67,#faa
1450303,331,42,#f66
1450304,388,188,#f66
1450403,412,207,#faa
1450404,352,124,#f66
1450405,230,92,#f66
1470001,535,200,#f66
1470002,527,113,#f66
1470003,252,102,#f66
1470004,470,237,#faa
1470005,249,58,#f66
1470006,297,66,#f66
1470007,222,46,#f66
1470009,427,106,#f66
1470010,940,218,#f66
1470011,1006,215,#f66
1470012,481,154,#f66
1470013,305,98,#f66
1470015,415,81,#f66
1470016,148,45,#f66
1470018,1221,449,#f66
1470019,666,296,#f66
1490002,99,26,#f66
1490003,216,41,#f66
1490004,395,90,#f66
1490005,145,21,#f66
1490006,251,61,#f66
1490007,315,64,#f66
1490008,226,31,#f66
1490009,138,33,#f66
1490010,324,71,#f66
1490011,243,48,#f66
1490012,180,63,#f66
1490013,301,88,#f66
1490014,120,14,#f66
1490015,168,39,#f66
1490016,629,247,#f66
1490017,245,43,#f66
1490020,382,78,#f66
1490021,138,30,#f66
1490022,99,26,#f66
1490023,121,33,#f66
1490024,137,28,#f66
1490025,1152,428,#f66
1490026,272,103,#f66
1510001,50,29,#faa
1510002,88,52,#faa
1510004,225,120,#faa
1510006,53,36,#faa
1510010,196,94,#f66
1510012,192,109,#faa
1510013,42,12,#f66
1510017,92,11,#f66
1510018,63,24,#f66
1510022,93,25,#f66
1530001,620,120,#f66
1530009,66,11,#f66
1530018,522,132,#f66
1530023,195,136,#faa
1530024,99,74,#faa
1550101,64,24,#f66
1550201,106,36,#f66
1550301,98,45,#f66
1550401,80,35,#f66
1571001,853,312,#f66
1571002,27,366,#66f
1571003,198,846,#66f
1571007,1793,1226,#faa
1571008,409,133,#f66
1571010,1753,490,#f66
1571012,684,596,#faa
1571013,846,526,#faa
1571015,568,155,#f66
1571018,898,153,#f66
1571021,424,60,#f66
1571024,435,103,#f66
1571025,1283,801,#faa
1571037,852,538,#faa
1571040,191,780,#66f
1571048,296,555,#aaf
1571054,141,86,#faa
1571058,106,230,#66f
1571067,637,856,#aaf
1571068,238,25,#f66
1571072,49,12,#f66
1571073,546,231,#f66
1571074,800,789,#faa
1571076,1146,1594,#aaf
1571085,1001,746,#faa
1571087,929,348,#f66
1571094,3,5,#aaf
1571097,1795,1129,#faa
1571103,1863,590,#f66
1571109,251,208,#faa
1571114,267,3517,#66f
1571118,1755,1009,#faa
1571120,1722,500,#f66
1571128,1738,554,#f66
1571134,274,452,#aaf
1572016,1051,948,#faa
1572017,49,1610,#66f
1572022,1372,748,#faa
1572023,161,1152,#66f
1572031,55,1696,#66f
1572033,214,579,#66f
1572034,86,1396,#66f
1572036,38,729,#66f
1572043,115,267,#66f
1572050,69,1962,#66f
1572051,35,1412,#66f
1572052,64,1592,#66f
1572055,19,648,#66f
1572056,103,288,#66f
1572059,85,1476,#66f
1572060,440,1149,#66f
1572061,1497,1553,#aaf
1572066,562,1751,#66f
1572070,403,422,#aaf
1572075,95,1153,#66f
1572077,123,1086,#66f
1572078,67,205,#66f
1572081,237,437,#aaf
1572088,514,1102,#66f
1572089,27,832,#66f
1572090,302,219,#faa
1572091,139,321,#66f
1572092,244,313,#aaf
1572093,85,175,#66f
1572096,480,890,#aaf
1572099,731,1151,#aaf
1572100,520,888,#aaf
1572101,472,1294,#66f
1572106,575,1423,#66f
1572108,701,1845,#66f
1572112,36,127,#66f
1572115,290,795,#66f
1572116,64,1496,#66f
1572123,31,1101,#66f
1572136,82,162,#aaf
1572137,93,177,#aaf
1572138,19,99,#66f
1572139,9,30,#66f
1573004,2465,1051,#f66
1573005,2455,794,#f66
1573006,4645,990,#f66
1573009,1745,418,#f66
1573014,2984,717,#f66
1573019,566,126,#f66
1573032,537,823,#aaf
1573038,2156,754,#f66
1573041,1125,277,#f66
1573053,1,0,#f66
1573057,307,48,#f66
1573063,1890,445,#f66
1573069,182,100,#faa
1573083,1730,2474,#aaf
1573095,369,252,#faa
1573098,580,657,#aaf
1573104,2281,609,#f66
1573113,327,1644,#66f
1573122,2140,529,#f66
1573130,2894,1121,#f66
1573132,2011,802,#f66
1573133,1938,519,#f66
1573142,1727,706,#f66
1573143,3499,1418,#f66
1573144,1840,588,#f66
1574011,775,343,#f66
1574020,1549,474,#f66
1574026,1345,697,#faa
1574027,0,0,#ddd
1574028,909,644,#faa
1574029,1036,354,#f66
1574030,1294,678,#faa
1574035,554,389,#faa
1574039,260,271,#aaf
1574042,448,122,#f66
1574044,490,330,#faa
1574045,608,506,#faa
1574046,1227,784,#faa
1574047,336,201,#faa
1574049,741,1161,#aaf
1574062,1181,1098,#faa
1574064,503,235,#f66
1574065,1395,1109,#faa
1574071,97,65,#faa
1574079,179,113,#faa
1574080,311,262,#faa
1574082,2033,1041,#faa
1574084,615,386,#faa
1574086,447,779,#aaf
1574102,629,621,#faa
1574105,438,332,#faa
1574107,1015,379,#f66
1574110,1000,647,#faa
1574111,586,348,#faa
1574117,557,529,#faa
1574119,1752,611,#f66
1574121,193,197,#aaf
1574124,1008,986,#faa
1574125,959,1142,#aaf
1574126,1501,1902,#aaf
1574127,907,885,#faa
1574129,1421,611,#f66
1574131,898,431,#f66
1574135,2092,1649,#faa
1574140,1318,750,#faa
1590101,593,145,#f66
1590102,258,56,#f66
1590201,303,44,#f66
1590202,385,174,#f66
1590301,426,82,#f66
1590302,348,68,#f66
1590401,701,104,#f66
1590402,432,77,#f66
1610001,1621,279,#f66
1610002,623,394,#faa
1610003,77,14,#f66
1610004,189,41,#f66
1610005,963,413,#f66
1610006,270,48,#f66
1610007,354,134,#f66
1610008,309,46,#f66
1610009,254,61,#f66
1610010,209,15,#f66
1610011,159,245,#aaf
1610012,63,32,#faa
1610013,178,27,#f66
1610014,245,55,#f66
1610015,132,46,#f66
1630001,191,373,#aaf
1630002,59,301,#66f
1630003,53,332,#66f
1630005,210,72,#f66
1630006,153,91,#faa
1630008,117,314,#66f
1630009,123,397,#66f
1630010,281,199,#faa
1650002,779,108,#f66
1650003,1177,93,#f66
1650004,522,98,#f66
1650005,146,10,#f66
1650006,99,19,#f66
1650007,111,103,#faa
1650008,402,71,#f66
1650009,248,33,#f66
1670103,442,155,#f66
1670104,313,99,#f66
1670105,57,28,#f66
1670142,740,631,#faa
1670144,976,403,#f66
1670146,937,618,#faa
1670148,1292,753,#faa
1670150,873,491,#faa
1670151,1131,404,#f66
1670152,2451,691,#f66
1670159,1197,602,#faa
1670165,949,339,#f66
1670166,1333,499,#f66
1670167,2360,735,#f66
1670168,0,0,#ddd
1670169,0,0,#ddd
1670170,1353,446,#f66
1670172,216,88,#f66
1670192,294,89,#f66
1670193,1041,352,#f66
1670197,311,127,#f66
1670218,961,950,#faa
1670219,455,401,#faa
1670220,1479,691,#f66
1670221,868,294,#f66
1670223,810,758,#faa
1670224,895,811,#faa
1670225,1385,372,#f66
1670226,859,529,#faa
1670227,1376,335,#f66
1670228,1550,315,#f66
1670232,587,489,#faa
1670258,1035,236,#f66
1670263,2495,760,#f66
1670274,383,116,#f66
1670275,171,48,#f66
1670276,650,467,#faa
1670277,1121,273,#f66
1670278,1228,285,#f66
1670279,533,103,#f66
1670280,74,15,#f66
1670281,100,35,#f66
1670283,1227,576,#f66
1670301,193,290,#aaf
1670306,873,1295,#aaf
1670309,15,31,#66f
1670311,56,506,#66f
1670312,0,0,#ddd
1670314,410,1780,#66f
1670315,632,1338,#66f
1670330,544,1098,#66f
1670331,305,1244,#66f
