CNTYVTD,Trump,Clinton,winner,population,registered,turnout,percentSpanishSurname
1131082,12,88,Clinton,1185,301,108,52.2
1131083,152,659,Clinton,4636,1598,854,53
1131084,356,1580,Clinton,4425,3127,2008,15.7
1131085,89,480,Clinton,4218,1255,597,62.7
1131086,52,160,Clinton,1065,600,219,16.5
1131088,169,699,Clinton,6506,2056,914,48.1
1131089,62,885,Clinton,4120,2034,975,15.5
1131090,156,943,Clinton,5605,2235,1136,36.3
1131091,161,799,Clinton,5197,2065,998,35.7
1131092,144,1298,Clinton,8167,3489,1483,24.2
1131093,59,688,Clinton,3550,1619,769,29.3
1131094,35,585,Clinton,3543,1301,636,30
1131095,79,575,Clinton,3446,1410,682,45.7
1131096,71,539,Clinton,4186,1358,631,54.3
1131097,197,982,Clinton,6671,2638,1242,37.3
1131098,93,865,Clinton,5160,2071,989,32.4
1131099,4,27,Clinton,160,60,31,53.3
1131100,72,1272,Clinton,6897,3167,1377,31.4
1131101,112,595,Clinton,5385,1573,736,57.9
1131102,143,674,Clinton,6059,1869,848,50.4
1131103,48,181,Clinton,1225,477,236,48
1131104,123,1033,Clinton,6739,2589,1194,33.3
1131105,3,10,Clinton,109,40,16,47.5
1131106,23,98,Clinton,713,253,125,36
1131107,72,278,Clinton,2275,775,365,48.4
1131108,166,1015,Clinton,6279,2466,1222,34.9
1131109,41,156,Clinton,2175,471,205,56.9
1131110,2,10,Clinton,66,27,12,55.6
1131111,113,495,Clinton,3708,1305,626,36.2
1131112,19,199,Clinton,1362,564,229,45
1131113,9,112,Clinton,592,214,129,36.9
1131114,28,294,Clinton,2361,834,331,9.2
1131115,198,507,Clinton,2972,1362,750,38.9
1131116,215,503,Clinton,3521,1356,756,46.8
1131117,789,989,Clinton,2499,2679,1904,3.1
1131118,120,610,Clinton,1669,1463,765,9.1
1131119,58,838,Clinton,3932,2101,925,34.5
1131120,210,602,Clinton,2204,1484,911,30.7
1131121,231,799,Clinton,5734,2278,1070,26.6
1131122,37,127,Clinton,717,418,186,11
1131124,1,1,,61,3,2,66.7
1131125,385,654,Clinton,5348,2279,1105,14.1
1131126,69,296,Clinton,4619,984,401,18.4
1131127,41,240,Clinton,2540,751,300,21
1131128,350,135,Trump,730,687,529,3.6
1131129,9,60,Clinton,906,165,70,15.8
1131130,133,485,Clinton,3851,1534,655,26.3
1131131,157,462,Clinton,3708,1369,675,17.2
1131132,9,19,Clinton,68,47,29,10.6
1131133,84,148,Clinton,424,323,248,10.5
1131134,15,187,Clinton,957,470,206,16.4
1131135,75,659,Clinton,3846,1569,757,34.4
1131136,0,3,Clinton,23,3,3,0
1131137,7,14,Clinton,69,33,22,48.5
1131138,0,0,,330,0,0,0
1131139,8,14,Clinton,2,8,22,0
1131140,0,0,,0,0,0,0
1131300,672,645,Trump,5294,2435,1399,28.5
1131301,651,750,Clinton,5414,2586,1488,21.8
1131302,539,759,Clinton,4811,2442,1368,11.1
1131303,6,54,Clinton,465,179,62,9.5
1131304,415,428,Clinton,3103,1523,880,26.9
1131305,348,465,Clinton,3912,1603,856,31.5
1131307,4,79,Clinton,474,248,87,1.6
1131309,28,131,Clinton,1185,434,166,8.1
1131310,702,841,Clinton,5925,2920,1624,20.5
1131311,752,660,Trump,3844,2268,1491,19.4
1131312,244,293,Clinton,2049,1056,574,27.1
1131313,30,167,Clinton,529,332,200,16.9
1131314,416,800,Clinton,5462,2426,1261,27.2
1131315,4,3,Trump,77,17,7,17.6
1131316,109,319,Clinton,2619,923,453,15.3
1131317,0,0,,0,0,0,0
1131500,428,794,Clinton,6811,2240,1341,18.3
1131501,569,771,Clinton,3875,2222,1478,9.6
1131502,728,1281,Clinton,4635,3404,2180,7.9
1131503,346,915,Clinton,4475,2306,1344,6.3
1131504,646,670,Clinton,2735,1966,1415,4.1
1131700,392,617,Clinton,5532,2091,1082,39.6
1131701,464,568,Clinton,4386,1967,1087,26.4
1131702,586,843,Clinton,6267,2778,1509,19.7
1131703,476,892,Clinton,6971,2808,1441,25.6
1131704,269,426,Clinton,2735,1363,743,18.8
1131705,396,602,Clinton,3876,1903,1067,19.4
1131706,485,887,Clinton,8743,2850,1443,33.4
1131707,54,210,Clinton,5512,906,275,22.8
1131708,128,172,Clinton,835,596,329,18
1131709,380,1341,Clinton,7475,3454,1793,31.5
1131710,62,643,Clinton,4254,1562,737,37.1
1131711,385,672,Clinton,6523,2228,1113,40.5
1131713,327,227,Trump,2487,1117,600,21.8
1131714,498,561,Clinton,5111,1999,1122,27.2
1131715,238,487,Clinton,4683,1573,769,46
1131716,953,499,Trump,2932,2238,1559,7.4
1131717,733,1072,Clinton,6611,3376,1900,20.9
1131718,548,393,Trump,2988,1570,1017,17.1
1131719,558,891,Clinton,5919,2641,1521,24.6
1131720,741,943,Clinton,4714,2780,1796,20
1131721,704,623,Trump,3182,2133,1392,14.3
1131722,496,1002,Clinton,6270,3152,1581,19.1
1131723,35,68,Clinton,571,224,112,14.7
1131724,10,31,Clinton,234,71,44,14.1
1131725,235,112,Trump,616,474,362,7.2
1131726,514,520,Clinton,4732,1896,1112,20.2
1131727,39,71,Clinton,544,230,116,32.2
1131728,345,389,Clinton,3184,1431,782,25.1
1131729,265,511,Clinton,4564,1535,813,30.6
1131730,0,0,,0,0,0,0
1131731,0,0,,0,0,0,0
1132000,1,1,,71,12,2,50
1132001,3,7,Clinton,62,21,10,38.1
1132002,359,458,Clinton,1865,1244,895,11.7
1132003,975,850,Trump,5128,2694,1955,8.8
1132004,765,671,Trump,2588,2051,1559,6.2
1132005,339,347,Clinton,1194,997,745,12.3
1132006,564,483,Trump,1777,1472,1146,6.4
1132007,1206,870,Trump,3527,2920,2263,3.1
1132008,611,467,Trump,1676,1477,1169,2.7
1132009,629,719,Clinton,2489,1955,1474,9.1
1132010,521,506,Trump,1647,1379,1086,8.9
1132011,794,640,Trump,2497,2060,1568,5.8
1132012,563,619,Clinton,1867,1687,1259,9
1132013,510,380,Trump,1447,1263,947,4.7
1132014,248,128,Trump,639,525,395,3.4
1132015,374,382,Clinton,2852,1179,794,8.7
1132016,1465,1009,Trump,3787,3423,2635,2.2
1132017,317,609,Clinton,2411,1698,1032,9
1132018,361,256,Trump,1103,817,657,2.6
1132019,653,557,Trump,1987,1696,1330,1.7
1132020,737,982,Clinton,3390,2506,1857,5.7
1132021,1556,1001,Trump,4259,3609,2791,3.5
1132022,263,255,Trump,885,719,556,4.7
1132023,445,441,Trump,1388,1254,940,4.4
1132024,437,442,Clinton,1517,1312,955,4.7
1132025,1149,759,Trump,2959,2688,2050,3.2
1132026,1304,709,Trump,2988,2783,2145,2
1132027,756,380,Trump,1655,1629,1233,2.7
1132029,703,429,Trump,1926,1618,1269,2
1132030,985,380,Trump,2454,1941,1491,1.7
1132031,822,1245,Clinton,6088,3737,2403,8.7
1132032,420,735,Clinton,4117,2082,1340,9.9
1132033,492,622,Clinton,1860,1759,1230,7.8
1132034,530,514,Trump,1854,1484,1152,2.6
1132035,359,507,Clinton,2363,1511,958,8.3
1132036,816,767,Trump,2634,2377,1748,5.1
1132037,227,270,Clinton,1243,875,547,5.9
1132038,843,1239,Clinton,4080,3239,2306,7.2
1132039,678,1155,Clinton,3409,2892,2067,6.9
1132040,528,631,Clinton,2027,1665,1290,4.4
1132041,1666,1141,Trump,5445,4247,3015,4.8
1132042,907,1130,Clinton,3677,3009,2200,5.1
1132043,706,754,Clinton,2524,2097,1573,3.4
1132044,319,337,Clinton,1323,1078,704,7.5
1132045,577,703,Clinton,2337,1863,1383,3.6
1132046,708,579,Trump,2173,1813,1398,3.5
1132047,830,770,Trump,3123,2390,1786,5
1132048,918,1199,Clinton,6408,3767,2278,8.6
1132049,551,539,Trump,1993,1576,1182,5.1
1132050,578,584,Clinton,3311,1709,1249,8.4
1132051,866,776,Trump,3370,2490,1827,5
1132052,623,350,Trump,1515,1363,1059,2.3
1132053,403,915,Clinton,4923,2518,1412,11.6
1132054,398,1008,Clinton,7112,2785,1509,13.4
1132055,222,519,Clinton,5230,1588,795,17.2
1132056,534,373,Trump,1559,1300,972,3.8
1132057,214,142,Trump,608,498,384,3.8
1132058,346,385,Clinton,1466,1134,798,9.8
1132059,474,337,Trump,1778,1222,899,6
1132060,1044,767,Trump,4292,2570,1988,5
1132061,1005,914,Trump,4032,2960,2124,5.2
1132062,739,708,Trump,2268,2137,1613,6.6
1132063,281,208,Trump,941,728,545,6.7
1132064,565,726,Clinton,3289,2014,1430,12.2
1132065,660,994,Clinton,3179,2485,1809,8.8
1132066,607,484,Trump,2116,1504,1200,4.2
1132067,385,449,Clinton,1328,1178,916,5.3
1132068,579,1003,Clinton,3493,2442,1727,9.8
1132069,931,1123,Clinton,3306,2922,2257,5.2
1132070,401,512,Clinton,1657,1260,1013,4.3
1132071,645,762,Clinton,2395,1931,1553,2.6
1132072,817,1221,Clinton,3566,2854,2236,4.2
1132073,266,454,Clinton,1145,983,778,5.9
1132074,88,169,Clinton,0,386,272,10.9
1132076,4,2,Trump,9,10,6,0
1132077,439,454,Clinton,1955,1343,956,6.4
1132078,0,0,,329,0,0,0
1132079,216,744,Clinton,4545,1767,1021,12.8
1132200,922,400,Trump,2137,1823,1446,2.2
1132201,878,386,Trump,2116,1813,1381,2.2
1132202,937,450,Trump,2444,1914,1506,1.9
1132203,685,402,Trump,1868,1549,1184,2.5
1132220,951,311,Trump,2218,1771,1393,0.7
1132221,1769,682,Trump,4382,3426,2694,1.8
1132222,1490,617,Trump,3808,2989,2299,2
1132223,672,428,Trump,2145,1530,1198,4
1132224,566,471,Trump,4694,1701,1117,3.4
1132225,758,387,Trump,2097,1718,1249,1.9
1132226,1292,646,Trump,3724,2804,2098,2.4
1132300,284,429,Clinton,2632,1315,773,39.1
1132301,969,655,Trump,2961,2459,1745,6.9
1132302,232,644,Clinton,3451,1694,942,48.3
1132303,728,720,Trump,4184,2487,1563,31.3
1132305,1079,1140,Clinton,5210,3700,2393,15.1
1132306,404,409,Clinton,1988,1299,871,23.8
1132307,226,234,Clinton,1181,744,481,15.1
1132308,12,17,Clinton,34,57,33,8.8
1132309,160,279,Clinton,734,788,475,6.3
1132310,745,650,Trump,3120,2366,1518,15.9
1132311,78,164,Clinton,2546,556,249,44.1
1132312,10,23,Clinton,575,104,35,34.6
1132400,61,32,Trump,175,156,98,2.6
1132401,1107,1049,Trump,4857,3421,2352,10.8
1132402,842,1056,Clinton,4728,3274,2056,10.5
1132403,1,0,Trump,0,2,1,0
1132404,466,642,Clinton,4270,2025,1197,26.8
1132405,1233,1030,Trump,4823,3416,2413,11.2
1132406,827,1076,Clinton,4706,3238,2041,9.2
1132407,966,1207,Clinton,7541,3886,2309,24.9
1132408,316,488,Clinton,4974,1470,845,28.4
1132409,380,771,Clinton,5547,2159,1222,47.4
1132410,382,570,Clinton,3780,1743,1020,14.7
1132411,67,250,Clinton,3954,742,340,55.1
1132500,692,777,Clinton,4163,2430,1620,8.8
1132501,552,375,Trump,1766,1385,1057,4.2
1132502,824,464,Trump,2178,1798,1423,3.2
1132503,1084,715,Trump,3088,2620,2036,2.1
1132504,470,362,Trump,1908,1379,924,9.1
1132505,821,858,Clinton,4692,2922,1865,10
1132506,814,652,Trump,2867,2195,1615,7.2
1132507,775,638,Trump,2763,2179,1571,5.6
1132508,661,902,Clinton,4910,2891,1721,13.2
1132509,1059,849,Trump,3659,2966,2100,6.9
1132510,506,545,Clinton,2625,1874,1162,8.3
1132511,639,592,Trump,2801,1964,1382,7.7
1132512,456,428,Trump,2025,1485,957,7.3
1132513,710,947,Clinton,4118,2843,1788,8.7
1132514,870,823,Trump,4547,2790,1823,6.7
1132601,374,776,Clinton,5191,2255,1280,6.8
1132602,587,1219,Clinton,5260,3044,1918,7.9
1132603,604,1253,Clinton,6987,3090,1978,7.1
1132604,554,1089,Clinton,4810,2939,1786,7
1132605,363,1043,Clinton,4209,2041,1457,3.4
1132606,0,0,,0,0,0,0
1132700,853,1013,Clinton,4947,3209,2007,11.3
1132701,1215,1091,Trump,4890,3647,2483,5.8
1132702,2080,1104,Trump,5493,4716,3395,5.1
1132703,254,366,Clinton,2592,1350,660,12.5
1132704,661,1126,Clinton,6167,3423,1909,9.8
1132705,424,679,Clinton,3844,2121,1184,14.3
1132706,880,812,Trump,5046,2894,1792,7.3
1132707,843,966,Clinton,6851,3438,1941,18.9
1132708,1431,1248,Trump,6700,4519,2842,8.5
1132709,497,324,Trump,2116,1391,865,13.9
1132710,691,713,Clinton,4651,2546,1505,17.4
1132711,639,786,Clinton,3786,2479,1517,8.5
1132712,905,1217,Clinton,7179,3917,2256,18.1
1132713,831,380,Trump,1881,1709,1276,6.2
1132714,1109,1392,Clinton,6922,4202,2635,12.2
1132715,766,885,Clinton,4528,2823,1762,10.3
1132716,346,543,Clinton,2783,1635,936,20.2
1132717,4,0,Trump,5,5,4,0
1132800,0,1,Clinton,0,0,1,0
1132801,1372,851,Trump,4226,3372,2429,7.2
1132802,1647,1102,Trump,5649,4194,2960,5.9
1132803,627,286,Trump,1673,1371,1020,5.3
1132804,986,655,Trump,3364,2471,1769,6.9
1132805,1461,1175,Trump,5821,4153,2871,5.9
1132806,950,706,Trump,4191,2616,1818,7.1
1132808,1134,789,Trump,4154,2833,2061,6.2
1132809,868,947,Clinton,5162,3107,1966,7.8
1132900,1088,898,Trump,4008,3070,2125,7.4
1132901,231,499,Clinton,2357,1461,788,14.1
1132902,436,787,Clinton,3298,2160,1331,8.1
1132903,552,736,Clinton,2750,2324,1444,6.9
1132904,2,2,,129,11,4,9.1
1132905,253,128,Trump,521,490,395,3.5
1132910,12,9,Trump,108,67,23,14.9
1132911,73,76,Clinton,733,292,159,6.8
1132920,1059,936,Trump,4928,3233,2114,12.6
1132921,1497,1078,Trump,5990,4108,2710,11.2
1132922,1867,1457,Trump,8393,5296,3530,10.4
1132923,1200,925,Trump,5421,3614,2278,12.2
1132924,610,545,Trump,3120,1975,1229,13
1132925,1429,727,Trump,4165,3197,2263,9.2
1132926,676,520,Trump,3447,2203,1287,12.3
1132927,1714,1437,Trump,8381,5206,3336,11.6
1132928,1409,539,Trump,3596,2855,2044,6.8
1132929,487,334,Trump,2136,1376,874,13.8
1132940,758,292,Trump,2144,1578,1123,7.2
1132941,1615,1025,Trump,7177,4641,2840,12
1132942,1828,937,Trump,5979,4408,2963,9.1
1133000,846,1112,Clinton,3910,3764,2224,4.7
1133001,15,235,Clinton,1295,557,252,7.9
1133002,67,592,Clinton,3399,1335,682,30.3
1133003,91,932,Clinton,2605,1737,1048,13.3
1133004,200,1015,Clinton,2557,1844,1274,22.4
1133005,53,77,Clinton,414,260,140,5.8
1133006,1093,1125,Clinton,3691,3740,2409,5.7
1133007,308,341,Clinton,750,1101,711,5.1
1133009,415,992,Clinton,2644,2271,1557,8.1
1133010,109,102,Trump,648,544,296,7
1133011,152,605,Clinton,1803,1378,845,9.9
1133012,15,111,Clinton,268,252,130,21.8
1133013,96,219,Clinton,2188,748,323,18.3
1133014,346,470,Clinton,7753,1929,841,28.3
1133015,58,60,Clinton,586,244,126,36.9
1133017,22,291,Clinton,1125,872,338,6.1
1133018,26,809,Clinton,2458,1886,849,2.4
1133019,10,327,Clinton,1373,954,343,2.6
1133020,12,89,Clinton,169,183,110,10.4
1133021,12,378,Clinton,1559,1183,395,3.7
1133022,32,715,Clinton,3033,2025,763,4.1
1133023,11,553,Clinton,1633,1328,579,2.6
1133024,14,672,Clinton,2934,1787,694,3.9
1133025,2,72,Clinton,1232,208,76,15.9
1133026,3,325,Clinton,1103,864,337,2.9
1133027,16,600,Clinton,1686,1428,628,1.7
1133028,9,429,Clinton,1332,989,450,2.4
1133029,6,308,Clinton,773,732,320,8.7
1133030,5,7,Clinton,21,20,12,10
1133031,74,187,Clinton,1871,608,269,31.6
1133032,49,468,Clinton,4311,1255,552,52.7
1133033,8,163,Clinton,1155,531,177,14.1
1133034,20,612,Clinton,2149,1379,643,10.7
1133035,18,598,Clinton,2719,1577,639,7.7
1133036,7,17,Clinton,385,62,24,85.5
1133037,5,178,Clinton,707,399,188,10.5
1133038,11,424,Clinton,1190,877,443,5.5
1133039,31,1077,Clinton,2792,2287,1137,5.1
1133040,10,497,Clinton,3757,1534,523,10.1
1133041,12,58,Clinton,1186,169,70,33.1
1133042,11,650,Clinton,2458,1650,674,6.4
1133043,16,965,Clinton,3314,2240,994,5.5
1133044,19,1080,Clinton,4327,2751,1127,8.3
1133045,9,261,Clinton,663,544,272,4
1133046,149,1057,Clinton,4263,2272,1266,15.3
1133047,357,620,Clinton,5535,2266,1015,10.7
1133048,46,1246,Clinton,3670,2643,1320,4.1
1133049,35,990,Clinton,2652,2061,1052,5.3
1133050,30,833,Clinton,3184,1943,875,14.1
1133051,14,388,Clinton,1109,876,407,4.6
1133052,38,1220,Clinton,3819,2945,1286,2.6
1133053,58,1105,Clinton,5505,2703,1193,9.5
1133054,72,1521,Clinton,2840,2500,1623,3.7
1133055,121,1354,Clinton,2439,2245,1519,2.8
1133056,66,1377,Clinton,2533,2237,1478,3.7
1133057,82,1272,Clinton,4597,2518,1386,19.1
1133058,37,1215,Clinton,2800,2202,1280,5.8
1133059,20,766,Clinton,1477,1305,800,2
1133060,17,835,Clinton,1682,1538,868,1
1133061,10,687,Clinton,2561,1753,707,5.8
1133062,39,1128,Clinton,4847,2922,1187,3
1133063,73,1822,Clinton,6211,3920,1944,6.3
1133064,41,1369,Clinton,2827,2401,1450,3.1
1133065,38,1183,Clinton,3625,2484,1242,5
1133066,38,935,Clinton,4140,2125,993,5.5
1133067,27,1137,Clinton,6354,2929,1207,2.7
1133068,75,1842,Clinton,5399,3521,1963,4.7
1133069,23,861,Clinton,2246,1826,901,2.5
1133070,37,1503,Clinton,3245,3133,1581,2.5
1133071,27,1321,Clinton,2923,2776,1362,1.2
1133072,7,23,Clinton,175,86,30,12.8
1133073,3,86,Clinton,164,169,91,1.8
1133074,41,231,Clinton,2171,693,292,60.6
1133075,11,90,Clinton,321,214,107,12.6
1133076,0,0,,0,0,0,0
1133077,354,1373,Clinton,4326,3002,1828,19.2
1133078,215,1333,Clinton,4848,2956,1610,15.8
1133079,114,171,Clinton,2317,646,300,26.3
1133080,169,430,Clinton,2820,1180,629,26
1133081,417,588,Clinton,1236,1425,1073,5.2
1133082,65,1180,Clinton,7311,3176,1271,15.8
1133083,195,520,Clinton,3825,1528,748,32.5
1133084,107,571,Clinton,1430,1183,727,14.5
1133086,800,1058,Clinton,3487,3459,2085,5.8
1133087,0,0,,3,0,0,0
1133088,6,26,Clinton,237,44,34,9.1
1133089,1,2,Clinton,12,10,3,60
1133090,191,532,Clinton,1287,1298,786,7.6
1133091,0,0,,6,0,0,0
1133092,43,847,Clinton,3370,1743,915,7.2
1133093,1,4,Clinton,39,7,5,57.1
1133094,0,1,Clinton,9,1,1,100
1133095,0,0,,0,0,0,0
1133096,0,0,,0,0,0,0
1133097,1,95,Clinton,196,186,97,2.2
1133098,3,131,Clinton,358,250,134,3.6
1133099,9,136,Clinton,429,349,150,4.9
1133100,337,1048,Clinton,3068,2256,1438,11
1133101,145,323,Clinton,865,648,484,6.6
1133102,278,1373,Clinton,5232,3126,1715,14.4
1133103,311,1494,Clinton,4518,2935,1858,9.4
1133104,612,2313,Clinton,6972,4751,3054,13.6
1133105,447,1125,Clinton,3455,2469,1636,13.4
1133106,373,1691,Clinton,5317,3520,2139,13.4
1133107,170,1423,Clinton,3802,2524,1642,9.9
1133108,664,724,Clinton,2961,2250,1480,9.8
1133109,1044,1096,Clinton,4261,3396,2268,8.7
1133110,256,1538,Clinton,4323,2931,1861,9.1
1133111,7,1,Trump,16,17,9,0
1133112,7,10,Clinton,18,21,18,4.8
1133113,1,4,Clinton,0,3,5,0
1133200,750,779,Clinton,2602,2273,1608,10.2
1133201,521,542,Clinton,2652,1778,1119,17.4
1133202,343,975,Clinton,3163,2137,1364,14.2
1133203,364,850,Clinton,3174,2022,1284,15.2
1133204,529,911,Clinton,4718,2702,1526,19.7
1133205,115,902,Clinton,2644,1682,1047,16
1133206,690,810,Clinton,3088,2333,1606,17.3
1133207,669,908,Clinton,4912,2740,1671,22.7
1133208,324,664,Clinton,4452,1863,1047,26.2
1133209,68,66,Trump,275,202,143,26.2
1133210,501,698,Clinton,3508,2112,1275,19.9
1133211,200,458,Clinton,3336,1392,690,44.8
1133300,910,819,Trump,4366,2790,1815,13.5
1133301,899,711,Trump,4313,2693,1689,15.6
1133302,421,444,Clinton,2412,1498,919,17.5
1133303,536,998,Clinton,6087,2918,1613,16.8
1133304,867,866,Trump,5087,2966,1835,14.8
1133305,1135,1145,Clinton,6653,4022,2415,14.9
1133306,396,493,Clinton,4299,1803,929,22.4
1133307,372,595,Clinton,5287,2096,1011,22.1
1133308,462,608,Clinton,5078,2330,1128,22.8
1133309,619,689,Clinton,3605,2211,1376,14.1
1133310,777,666,Trump,5319,3011,1512,17.3
1133311,754,564,Trump,4562,2541,1386,19.3
1133312,916,1097,Clinton,4955,3284,2098,15.1
1133313,999,1985,Clinton,8109,5154,3139,15.9
1133314,706,1482,Clinton,6143,3753,2292,18.4
1133315,283,477,Clinton,4077,1683,808,18.6
1133316,753,926,Clinton,4462,2878,1756,15.4
1133317,348,670,Clinton,3210,1722,1051,15.6
1133318,390,545,Clinton,3138,1586,985,17.9
1133400,72,280,Clinton,1440,690,368,17.1
1133401,0,1,Clinton,32,4,1,50
1133402,47,148,Clinton,1172,508,199,28.7
1133404,321,729,Clinton,6701,2452,1099,23.4
1133405,475,1002,Clinton,6158,3016,1548,25
1133406,12,7,Trump,147,38,19,42.1
1133407,106,78,Trump,739,351,193,29.6
1133408,264,693,Clinton,4617,1993,992,30.2
1133409,106,195,Clinton,1480,654,312,33.5
1133410,39,112,Clinton,979,334,161,39.2
1133411,1,1,,8,3,2,66.7
1133500,2103,916,Trump,5124,4579,3192,6.2
1133501,1,0,Trump,6,6,1,0
1133600,252,1087,Clinton,3161,2243,1380,8.6
1133601,292,1083,Clinton,2335,1925,1429,6.5
1133602,80,356,Clinton,693,603,453,3.3
1133603,44,144,Clinton,277,246,188,6.1
1133604,380,1393,Clinton,4192,2846,1835,5.2
1133605,318,1594,Clinton,4630,3078,1982,7.1
1133606,128,1420,Clinton,3664,2550,1592,4.3
1133607,275,2187,Clinton,4435,3576,2528,3.7
1133608,128,1830,Clinton,3756,2910,2012,4.4
1133609,331,1604,Clinton,3700,3000,2001,6.9
1133610,108,206,Clinton,756,536,325,6.2
1133611,211,497,Clinton,1565,1096,727,8.3
1133612,287,1733,Clinton,4091,3090,2068,5.3
1133613,126,279,Clinton,1056,709,421,9.9
1133614,58,485,Clinton,1448,915,555,6.3
1133615,166,1453,Clinton,3621,2487,1663,4.8
1133616,44,335,Clinton,1297,709,389,7.2
1133617,111,1261,Clinton,2441,2011,1405,5.8
1133618,24,159,Clinton,256,251,187,9.6
1133619,33,81,Clinton,899,301,120,23.9
1133620,76,648,Clinton,1355,1101,746,6.6
1133621,0,0,,0,0,0,0
1133700,984,1478,Clinton,8100,4448,2590,12.1
1133701,1115,1241,Clinton,6619,4067,2492,15.9
1133702,647,717,Clinton,5506,2679,1441,10.5
1133703,32,24,Trump,96,61,62,23
1133800,147,2361,Clinton,5962,3999,2569,5.9
1133801,37,157,Clinton,1301,477,201,51.2
1133802,232,2133,Clinton,6254,4168,2423,7.5
1133803,177,1892,Clinton,6224,3556,2112,6.5
1133805,153,2676,Clinton,7346,4634,2881,4.1
1133806,35,515,Clinton,1073,872,566,5.5
1133807,192,1103,Clinton,2980,2191,1341,5.8
1133808,739,1409,Clinton,5734,3649,2255,12.8
1133809,42,167,Clinton,717,377,219,13
1133900,508,2499,Clinton,8713,5221,3123,10.5
1133920,860,546,Trump,6701,2571,1454,14.8
1133921,1113,988,Trump,9049,3992,2175,20.7
1133922,9,42,Clinton,180,82,54,20.7
1133950,200,682,Clinton,5587,1845,916,17.5
1134002,263,408,Clinton,1292,987,714,20
1134004,250,686,Clinton,3446,1626,1008,35.1
1134005,172,354,Clinton,2622,969,551,33.2
1134007,57,82,Clinton,208,185,144,13
1134008,28,216,Clinton,7773,691,257,51.1
1134009,91,559,Clinton,4627,1393,679,73.1
1134010,283,518,Clinton,1841,1266,877,28.8
1134011,84,324,Clinton,1762,782,433,58.3
1134012,24,28,Clinton,157,85,56,30.6
1134013,108,116,Clinton,377,320,239,15.9
1134014,677,619,Trump,2184,1875,1412,6.3
1134015,169,815,Clinton,2751,1718,1026,12.2
1134016,198,858,Clinton,2579,1763,1111,10.4
1134017,84,194,Clinton,589,435,297,7.4
1134018,256,398,Clinton,1098,973,693,8.1
1134019,216,1063,Clinton,2532,2180,1376,11.9
1134020,72,330,Clinton,2326,758,427,51.3
1134021,379,1908,Clinton,6745,3824,2423,16.7
1134022,244,1278,Clinton,6756,3037,1626,24.8
1134023,1,0,Trump,11,7,1,0
1134024,72,856,Clinton,4079,2212,967,15.3
1134025,5,161,Clinton,892,360,167,28.1
1134026,5,65,Clinton,290,150,71,41.3
1134027,15,106,Clinton,753,335,131,86.9
1134028,13,423,Clinton,1849,1006,447,17.1
1134029,5,4,Trump,75,27,9,29.6
1134030,1,16,Clinton,351,37,18,64.9
1134031,36,974,Clinton,3926,2209,1033,15.4
1134032,385,1371,Clinton,4354,2887,1879,12.6
1134033,257,641,Clinton,9637,1518,979,8.9
1134035,97,547,Clinton,1879,1144,672,14.2
1134036,29,376,Clinton,2096,844,420,39.9
1134037,16,90,Clinton,366,202,110,56.4
1134038,68,971,Clinton,3664,2059,1081,25.7
1134039,5,278,Clinton,1373,661,288,22.5
1134040,18,371,Clinton,1299,830,401,13.4
1134041,15,332,Clinton,1513,832,358,25.8
1134043,47,543,Clinton,2875,1214,613,40.6
1134044,22,481,Clinton,3000,1175,521,46.9
1134046,31,522,Clinton,2961,1227,568,38.5
1134047,19,370,Clinton,1663,948,396,17.1
1134048,47,4,Trump,324,234,54,17.5
1134049,0,0,,0,0,0,0
1134050,488,1809,Clinton,5726,3829,2466,16.7
