CNTYVTD,metersFromMexico
4550010,607673
4550011,573097
4550012,591038
4550014,574880
4550015,604262
4550016,593035
4550017,576200
4550018,616869
4550019,575707
4550020,600264
4550021,568252
4570001,577772
4570002,585233
4570003,584068
4570004,565888
4570005,596773
4570006,569702
4570007,593316
4570008,597829
4570009,600148
4570010,602512
4570011,616856
4570013,601739
4570014,586873
4570015,578098
4570016,572454
4570017,596107
4570018,585963
4590001,671081
4590002,666811
4590003,677290
4590004,684355
4590005,678340
4590006,687338
4590007,689771
4590008,682676
4590009,651752
4590010,663498
4590011,658955
4590012,668298
4590013,675417
4590014,669874
4590015,657566
4590016,662623
4590017,674649
4590018,677745
4590019,677434
4590020,675727
4590021,677401
4610001,141142
4610002,135240
4610003,136261
4610004,132189
4610005,167875
4610006,132760
4630001,84796
4630002,98469
850108B,568140
850126B,584701
850197B,575085
2592120B,220517
4730420B,438840
410002,445846
410029,445142
410049,449029
410082,444222
410028,456847
410068,456963
410001,440124
410069,452125
410080,454357
410065,451543
410035,451528
410071,451105
1131726,561881
1131727,564234
1131728,562291
1131729,565817
1131730,561257
1131731,561449
1132000,547774
1132001,552376
1132002,552423
1132003,553252
1132004,553809
1132005,550874
1132006,551262
1132007,552008
1132008,552357
1132009,549679
1132010,550085
1132011,551172
1132012,549352
1132013,550073
1132014,551210
1132015,555128
1132016,555811
1132017,557801
1132018,554298
1132019,554656
1132020,555782
1132021,553119
1132022,555413
1132023,555086
1132024,554612
1132025,551842
1132026,552886
1132027,554090
1132028A,549589
1132028B,548866
1132029,550056
1132030,552972
1132031,553324
1132032,553802
1132033,552751
1132034,548862
1132035,551690
1132036,552928
1132037,549917
1132038,550118
1132039,551368
1132040,551971
1132041,558797
1132042,559980
1132043,561596
1132044,562932
1132045,560393
1132046,561973
1132047,561139
1132048,558166
1132049,559340
1132050,559383
1132051,560290
1132052,558741
1132053,556041
1132054,557534
1132055,556613
1132056,557117
1132057,558849
1132058,558182
1132059,559620
1132060,557707
1132061,557944
1132062,558678
1132063,559923
1132064,559388
1132065,556334
1132066,556817
1132067,555515
1132068,554113
1132069,553985
1132070,553291
1132071,552066
1132072,552765
1132073,555788
1132074,545034
1132076,547724
1132077,555200
1132078,557006
1132079,557295
1132200,548028
1132201,548027
1132202,549827
1132203,548982
1132220,551704
1132221,550592
1132222,551785
1132223,551678
1132224,550925
1132225,550152
1132226,549333
1132300,552864
1132301,553189
1132302,550106
1132303,551328
1132305,552495
1132306,551623
1132307,553108
1132308,547431
1132309,546636
1132310,550572
1132311,552501
1132312,550124
1132400,547433
1132401,554006
1132402,553449
1132403,556709
1132404,555088
1132405,555451
1132406,556760
1132407,552454
1132408,552196
1132409,552520
1132410,555397
1132411,551798
1132500,563046
1132501,564910
1410034,0
1410035,0
1410036,0
1410037,0
1410038,424
1410039,161
1410040,1742
1410041,1739
1410042,410
1410043,15582
1410044,17972
1410045,17917
1410046,18004
1410047,17049
1410048,16903
1410049,17594
1410050,15923
1410051,15537
1410052,15540
1410053,15557
1410054,15704
1410055,12347
1410056,13159
1410057,13574
1410058,14254
1410059,12370
1410060,6764
1410061,10953
1410062,10408
1410063,10012
1410064,10047
1410065,6779
1410066,7534
1410067,6085
1410068,2916
1410069,5109
1410070,2910
1410071,3263
1410072,3996
1410073,3217
1410074,2226
1410075,3344
1410076,2138
1410077,2789
1410078,2110
1410079,1105
1410080,0
1410081,1103
1410082,1137
1410083,320
1410084,0
1410085,0
1410086,7221
1410087,4695
1410088,3493
1410089,2231
1410090,4095
1410091,3693
1410092,3161
1410093,4341
1410094,5917
1410095,5571
1410096,4602
1410097,3395
1410098,3597
1410099,7779
1410100,8498
1410101,6408
1410102,5601
1410103,4883
1410104,3687
1410105,7648
1410106,7383
1410107,6379
1410108,5526
1410109,6200
1410110,4070
1410111,9601
1410112,10749
1410113,8957
1410114,10028
1410115,11951
1410116,10554
1410117,7889
1410118,8490
1410119,8964
1410120,6622
1410121,7893
1410122,7100
1410123,4922
1410124,7379
1410125,6595
1410126,4498
1410127,12708
1410128,12178
1410129,11780
1410130,9607
1410131,8228
1410132,1407
1410133,2296
1410134,795
1410135,0
1410136,0
1410137,2250
1410138,1534
1410139,2579
1410140,1367
1410141,797
1410142,0
1410143,0
1410144,1580
1410145,2293
1410146,800
1410147,0
1410148,0
1410149,1107
1410150,369
1410151,0
1410152,2867
1410153,1554
1410154,2450
1410155,1884
1410156,679
1134648,538805
1134649,534732
1410158,5209
1410159,6451
1410160,3369
1410161,4170
1410162,1844
1410163,2375
1410164,429
1410165,0
1410166,18279
1410167,16746
1410168,11495
1410169,8599
1410170,3506
1410171,0
1410172,0
1410173,0
1410174,5769
1410175,4299
1410176,7679
1410177,8799
1410178,12686
1410179,0
1410180,6964
1410181,14515
1410182,13070
1410183,1439
1410184,10751
1410185,10599
1410186,10379
1410187,6581
1410188,6897
1410189,4442
1410190,14964
1410191,12534
1430010,407619
1430011,410178
1430012,406707
1430018,385970
1430019,395476
1430020,380180
1430021,384873
1430023,399520
1430024,408457
1430025,388275
1430030,420968
1430031,402255
1430032,411714
1430033,410699
1430034,418523
1430035,410274
1430041,415683
1430044,400569
1430045,409214
1430046,410803
1430047,410423
1470001,642384
1470002,630050
1470003,641696
1470004,649545
1470005,657984
1470006,650159
1470007,638262
1470009,648143
1470010,617422
1470011,621333
1470012,659090
1470013,632274
1470015,633423
1470016,652103
1470018,643859
1470019,653301
1490002,370774
1490003,364138
1490004,371267
1490005,381639
1490006,375334
1490007,385610
1490008,386289
1490009,371915
1490010,362746
1490011,354987
1490012,352971
1490013,341698
1490014,335853
1490015,324552
1490016,324613
1490017,328304
149001E,362444
149001N,362816
149001W,361714
1490020,345862
1490021,344641
1490022,352248
1490023,355005
1490024,349179
1490025,336918
1490026,355078
1530001,442339
1530009,474501
1530018,466839
1530023,445685
1530024,463092
153024BA,462260
153024BB,463298
1550101,472725
1550201,493137
1550301,467877
1550401,490035
2150202,7441
2150203,1871
2150204,1540
2150205,8787
2150206,15181
2150207,13774
2150209,14174
2150210,4381
2150211,11931
2150212,11365
2150213,13959
2150215,3363
2150216,9931
2150217,10269
2150218,6389
2150219,6265
2150220,7354
2150221,18737
2150222,17983
2150223,18640
2150224,18454
2150225,22168
2150226,0
2150227,4866
2150228,194
2150229,0
2150230,17798
2150231,7087
2150232,0
2150233,2872
2150234,0
2150235,0
2150236,8884
2150237,25391
2150238,0
2150239,20721
2150240,15474
2150241,19032
2150242,13245
2150243,7790
2150244,13239
2150245A,15537
2150245B,17107
2150246,14571
2150247,9112
2150248,6953
2150249,6266
2150250,13431
2150251,11467
2150252,9201
2150253,12979
2150254,11466
2150255,11532
2150256,13761
2150257,0
2170002,453707
2170003,464500
2170004,467422
2170005,457204
2170006,455144
2170007,457184
2170008,467433
2170009,474507
2170010,468198
2170012,439679
2170013,439026
2170014,436212
2170015,460819
2170016,469312
2170018,478926
2170019,465428
2170020,443403
2170021,446626
2170022,442677
2170023,460111
2170024,472972
2170027,461379
2190011,408647
2190014,387517
2190015,399057
2190016,399096
2190021,387511
2190024,387651
2190032,409439
2190033,415620
2190035,409445
2190043,411303
2190045A,409441
2190045B,408977
2190046,409351
2210001,450779
2210002,439784
2210003,450519
2210004,455308
2210005,428145
2210007,441788
2210008,457138
2210009,456617
2210010,455235
2210011,447602
2210012,450986
2210013,453901
2210014,457249
2210015,463440
2210016,454340
2230001,643586
2230002,648931
2230003,656711
2230004,647390
2230005,668633
2230008,649371
2230011,635331
2230012,677099
2230013,651229
2230014,656660
2230016,627513
2230017,651889
223001A,654214
2230020,642626
2230023,666551
2230024,667475
2230025,639066
3670140,501939
3670200,482354
3670205,480890
3670210,487320
3670215,481702
3670220,477291
3670225,467527
3670230,483690
3670235,477768
3670240,493004
3670245,483668
3670250,483439
3670255,483228
3670300,479293
3670305,477024
3670310,480563
3670315,479484
3670320,456604
3670325,469245
3670330,460141
3670335,457706
3670340,449423
3670345,463134
3670350,470418
3670400,491066
3670405A,484875
3670405B,488997
3670410,488396
3670415,489716
3670420,475339
3670425,485065
3670430,486284
3670435,484686
3670440,479658
3670445,478786
3670450,484155
3690101,475717
3690201,449844
3690202,472468
3690203,456435
3690301,439472
3690302,445884
3690303,456758
3690401,456418
3690402,474086
3710001,114139
3710002,30135
3710003,78189
3710004,101968
3710005,100453
3710006,132313
3710007,113618
3710009,128052
3710010,94264
3730001,553744
3730002,549273
3730003,551505
3730004,557417
3730005,556800
3730006,567317
3730007,567444
3730008,571839
3730009,579344
3730010,590369
3730011,586326
3730012,576199
3730013,563451
3730014,564797
3730015,552015
3730016,559521
3730017,566084
3730018,568655
3730019,563361
3730020,559344
3730021,565310
3750121,590875
3750122,587738
3750123,587944
3750124,587859
3750125,589454
3750126,588915
3750221,591243
3750222,591004
3750223,589368
3750224,588270
3750225,589709
3750321,586741
3750322,603270
3750323,597021
3750324,587555
3750325,588970
3750326,594136
3750327,589065
3750421,591061
3750422,590611
3750424,593129
3750425,593138
3750426,594509
3750427,591755
3770001,34497
3770002,0
3770003,0
3770004,0
3770005,0
3770006,0
3770007,0
3790101,611432
3790102,610979
3790203,620470
3790204,624007
3790305,628416
3790306,624386
3790407,615750
3790408,614693
3810110,567872
3810111,584628
3810112,585708
3810114,584365
3810123,565262
3810208,577733
3810220,585483
3810222,585386
3810227,583611
3810228,585285
3810230,582845
3810305,538405
3810306,539622
3810307,558136
3810309,568971
3810324,580339
3810325,568523
3810415,580693
3810418,585923
3810421,583887
3810426,578825
3810429,585794
3830001,139590
3830002,139795
3830003A,152472
3830003B,156809
3830004,152238
3850001,107902
3850002,105254
3850003,84870
3850004,87433
3850006,94220
3850007,94942
3870001,719101
3870002,725442
3870003,720493
3870004,722324
3870005,695622
3870007,705937
3870009,710188
3870010,702945
3870011,714265
3870013,714677
3870014,721447
3870017,725313
3870018,728455
3870019,740313
3870020,735752
3870021,738661
3870024,738112
3870027,737068
3870028,729643
3870029,725559
3870030,729756
3870031,713673
3890001,163957
3890002,162440
3890003,161605
3890004,96564
3890005,97926
3890006,119440
3890007,161908
3890008,140679
3890010,136317
3890011,137689
3890012,160623
3910001,230600
3910002,205109
3910003,227565
3910004,252837
391001A,244888
391002A,230372
391002B,228848
391003A,242760
391004A,257642
391004B,258087
3930001,648482
3930002,656138
3930003,656429
39304-1,648401
39304-2,644548
3950001,432710
3950002,450478
3950003,461594
3950004,454363
3950005,429153
3950006,476809
3950007,447859
3950008,476855
3950011,454051
3950013,468443
3950016,488929
3950018,497262
3950019,483953
3950022,436805
3950023,443693
3970001,575500
3970002,578169
3970003,582431
3970004,582250
397001A,577234
397001B,583753
397001C,583298
397002A,577410
397002B,574417
397002C,570185
397003A,579459
397003B,581505
397003C,575523
397003D,578209
397004A,585165
397004B,591874
397004C,588827
3990001,240366
3990002,258309
3990003,268051
3990004A,277432
3990004B,264422
3990005,261103
3990006,255563
3990007,258340
3990008,249148
3990009,229310
3990010,235144
4010111,677045
4010112,645251
4010113,656545
4010114,646014
4010201,681330
4010212,682362
4010213,689930
4010214,688850
4010215,686580
4010302,679049
4010303,679083
4010314A,674009
4010314B,674845
4010315,710356
4010316,701688
4010317,697126
4010318,690969
4010319,651103
4010404,677976
4010405,676891
4010416,670618
4010417,660874
4010418,643934
4030001,669322
4030002,656337
4030003,654562
4030004,648031
4030005,648652
4030006,679870
4030007,677366
4030008,672647
4050001,675949
4050002,679791
4050003,674522
4050004,675799
4050005,669960
4050006,660192
4050007,659149
4050008,644111
4050009,640814
4050010,661021
4050011,683078
4070001,537743
4070002,531080
4070003,536141
4070004,533488
4070005,517764
4070006,547431
4070007,558344
4070008,546496
4070010,527897
4070013,527063
4070014,532429
4090101,179621
4090102,183874
4090103,172067
4090104,214220
4090105,170751
4090106,213940
4090107,199119
4090108,201541
4090109,204817
4090110,212394
4090111,218899
4090112,213981
4090113,211250
4090114,207625
4090115,205773
4090116,206659
4090117,181715
4090118,169695
4090119,202692
4090120,203398
4090121,206009
4090122,167512
4090123,208314
4090124,217426
4090125,212660
4110001,286230
411002A,257781
411002B,291528
411003A,246996
411003B,292384
411004A,275041
411004B,288686
4150005,331133
4150006,324238
4150007,324226
4150008,324596
4150009,302279
4150010,310802
4150011,305921
4150012,314248
4150013,308264
4150014,327355
4150015,325493
4170101,368634
4170202,375557
4170303,358158
4170307,372454
4170404,362690
4170405,348218
4170406A,365396
4170406B,383074
4190002,684711
4190003,708874
4190004,704584
4190005,716276
4190006,693556
4190007,693713
4190008,707671
419001N,707575
419001S,694148
419001W,709032
419009N,702157
419009S,695386
41901SE,703396
41901SW,688789
4210101,627725
4210102,637055
4210201,643036
4210202,684511
4210301,647172
4210401,637193
4230001,628188
4230002,627171
4230003,624538
4230004,629515
4230005,620213
4230006,632578
4230007,632689
4230008,646334
4230009,624418
4230010,633667
4230011,624047
4230012,622842
4230013,625893
4230014,623114
4230015,613472
4230016,624272
4230017,615155
4230018,627086
4230019,622348
4230020,626773
4230021,624003
4230022,626393
4230023,626068
4230025,622979
4230026,625290
4230027,627928
4230028,621025
4230029,624450
4230030,624881
4230031,628980
4230032,629011
4230034,620359
4230035,619034
4230036,622448
4230037,616672
4230038,620088
4230039,615662
4230040,611800
4230041,605603
4230042,602798
4230043,624196
4230044,609779
4230045,618765
4230046,639210
4230047,638126
4230048,621286
4230049,617926
4230050,622282
4230052,612177
4230054,620887
4230055,622945
4230056,626935
4230058,619322
4230059,621122
4230060,629420
4230061,625493
4230063,629158
4230064,628498
4230065,620127
4230066,622993
4230070,625345
4230071,617332
4230072,622249
4230073,619035
4230074,617602
4230075,600523
4230076,626899
4230077,623063
4230078,623333
4230079,608975
4230080,626164
4230081,631024
4230082,633573
4250001,424373
4250002,421046
4250003,440275
4250004,439488
4270001,0
4270002,0
4270003,0
4270004,23729
4270005,14374
4270006,0
4270007,0
4270008,0
4270009,0
4270010,0
4291-11,392827
4292-11,374835
4292-19A,397227
4292-19B,399580
4292-19C,392218
4293-11,406310
4293-19,408071
4294-11,405045
4294-19,396786
4295-11,386991
4310001A,194340
4310001B,230284
4310002A,219955
4310002B,230264
4310002C,230321
4310002D,230049
4310003,222117
4310004,229663
4330001,372345
4330002,388747
4330003,380490
4330004,362996
4350101,70891
4350201,110772
4350301,108178
4350401,71626
4370001,514988
4370002,517206
4370003,507056
4370004,504247
4370006,490975
4370007,526286
4370009,530036
4370011,493145
1830005,677097
1830006,678320
292104,208805
292105,215325
292106,194568
292107,212307
292108,196093
292109,217290
292110,205232
292111,208825
292112,197487
292113,205178
292114,212802
292115,185556
292116,216831
292117,205177
292118,204113
292119,202559
292120,204634
292121,215409
292122,202860
292123,193612
292124,202514
292125,188849
292126,196586
292127,194353
292128,202231
292129,217614
292130,212272
292131,216519
292132,217034
292133,195332
292134,203911
292135,216362
292136,213154
292137,213870
292138,214558
292139,196091
292140,195905
292141,195562
292142,200133
292143,198516
292144,215082
292145,195353
292146,210212
292147,192471
292148,203603
292149,201655
292150,216903
292151,199245
292152,208919
292153,201147
292154,196748
292155,216747
292156,201869
292157,199986
292158,188465
292159,196079
292160,194909
292161,195778
292162,186202
293001,215820
293002,199271
293003,199484
293004,214863
293005,220572
293006,206783
293007,219807
293008,198944
293009,201027
293010,205795
293011,206228
293012,196222
293013,205441
293014,210177
293015,200859
293016,198837
293017,209818
293018,212259
293019,201943
293020,213938
293021,214489
293022,215652
293023,199905
293024,205478
293025,215063
293026,214369
293027,216938
293028,227001
293029,202415
293030,212026
293031,210141
293032,199792
293033,214560
293034,211185
293035,202002
293036,201861
293037,199686
293038,207452
293039,221558
293040,224250
293041,207565
293042,215482
293043,219955
293044,210534
293045,212826
293046,216160
293047,216680
293048,217589
293049,217452
293050,218755
293051,200615
293052,217060
293053,212915
293054,199298
293055,204355
293056,204360
293057,208131
293058,202669
293059,217792
293060,220247
293061,217719
293062,211261
293063,210716
293064,210467
350008,404265
750101,509520
1134650,537533
1830007,674068
1830008,676009
1830009,677027
1830010,671928
1830011,673692
1830012,664764
1830013,659147
1830014,652958
1830015,656332
1830016,662305
1830017,660310
1830018,668613
1830019,674688
1830020,676383
1830021,679349
1850001,460295
1850002,475925
1850003,453293
1850005,443173
1850006,455342
1850007,485064
1850008,480055
1850009,476323
1850010,466051
1850011,477914
1850012,456934
1850014,488591
1850015,487521
1870101,262905
1870102A,259184
1870102B,263326
1870103,262218
1870104,265344
1870105,250290
1870106,265225
1870107,274429
1870108,279499
1870109,273190
1870110,262895
1870111,263104
1870112,265089
1870113,255536
1870114,249538
1870115,271027
1870116,249641
1870117,251318
1870118,257420
1870119,254048
1870120,266665
1870121,259278
1870122,259154
1870123,265380
1870124,264465
1870125,260147
1870126,276707
1870127,274548
1870201,263282
1870202,266269
1870203,265584
1870204,267481
1870205,272108
1870206,272667
1870207,265007
1870208,256021
1870209,265533
1870210,267107
1870211,265321
1870212,263944
1870213,256026
1870214,269387
1870215,267263
1870216,270371
1870217,263532
1870218,264825
1870219,264881
1870220,265134
1870221,266118
1870222,267667
1870223,266969
1870224,266743
1870225,267016
1870226,273246
1870301,239675
1870302,236654
1870303,235261
1870304,235406
1870305,233035
1870306,236814
1870401,245075
1870402,233334
1870403,233929
1870404,237107
1870405,236113
1870406,239691
1870407,243778
1870408,251381
1870409,238307
1870410,259237
1890101,476074
1890102,478122
1890103,479673
1890104,479449
1890105,479063
1890110,478890
1890111,479767
1890112,464782
1890202,479561
1890203,480470
1890204,477406
1890205,481318
1890206,480630
1890213,453389
1890214,440611
1890215,438359
1890304,479518
1890305,476206
1890306,478991
1890307,478977
1890308,479624
1132502,565921
750201,512084
750301,524516
750401,526410
770001,528018
770006,558652
770008,538079
770009,538026
770010,515775
770011,538156
770012,529079
770013,541272
770014,550589
770015,524368
770017,515130
770020,502580
770024,522876
770026,509686
770027,551541
770032,497319
790101,392606
790202,364922
790303,352671
790306,397155
790404,381940
810001,245801
810002,248815
810003,219734
810004,231449
830001,294833
830002,267007
830003,255939
830004,266977
83002E,292628
870101,554847
870201,570171
870202,564722
870301,569673
870302,554571
870401,571503
870402,581494
890101,357672
890102,347116
890103,335826
890201,342606
890202,346130
890301,364587
890302,373523
890303,378738
890304,386178
890305,373126
890401,362744
890402,389820
930001,355833
930002,339212
930004,361711
930005,361185
930006,354604
930007,351732
930009,365858
930010,371859
930011,376512
930012,364646
930013,370248
930014,357082
930015,348724
930016,359500
950101,218631
950102,210528
950203,222416
950204,213113
950205,190863
950306,206682
950407,228657
950408,221473
970001,593411
970002,596344
970003,593083
970004,598656
970005,594428
970006,602095
970007,598140
970008,595752
970009,605676
970010,582971
970011,573038
970012,567632
970014,559855
970015,571939
970017,563017
970018,578080
970019,577816
970020,591086
970021,586988
970022,596741
970024,590320
970025,590127
970026,597093
970027,594709
970028,597821
970030,596691
1134651,537538
1134652,538591
1134653,537236
1134654,537531
1134655,539276
1134656,540426
1134657,540233
1134658,539785
1134659,537021
1134660,538353
1134661,540469
1134662,539509
1134663,542802
1134664,544015
1150001,304680
1150002,316068
1150003,311587
1150004,299700
1150005,296096
1150011,314567
1150012,294465
1150013,291740
1150017,332617
1170001,501217
1170002,493924
1170003,463277
1170004,489020
1190001,665803
1190003,663627
1190004,668378
1190005,645580
1190007,672751
1190009,676536
1190010,658197
1133620,527997
1133621,532536
1133700,567223
1133701,566672
1133702,569211
1133703,566661
1133800,534773
1133801,536800
1133802,536321
1133803,533639
1133805,532587
1133806,535015
1133807,533227
1133808,529186
1133809,537295
1133900,525453
1133920,548000
1133921,554360
1133922,553643
1133940A,535801
1133940B,547953
1133950,539895
1134000A,543877
1134000B,545937
1134000C,545425
1134001A,545958
1134001B,548615
1134001C,549626
1134002,548918
1134003A,549210
1134003B,549957
1134004,549636
1134005,551920
1134006A,550352
1134006B,550908
1134007,549508
1134008,547469
1134009,548417
1134010,549310
1134011,548609
1134012,549051
1134013,549439
1134014,548734
1134015,548718
1134016,548018
1134017,548045
1134018,548036
1134019,544266
1134020,547051
1134021,546939
1134022,545886
1134023,545032
1134024,540889
1134025,541331
1134026,538049
1134027,538694
1134028,540325
1134029,541265
1134030,540008
1134031,541743
1134032,546834
1134033,543303
1134035,539102
1134036,538311
1134037,538370
1134038,539947
1134039,540165
1134040,541364
1134041,540576
1134043,537747
1134044,539010
1134046,538228
1134047,542264
1134048,538278
1134049,522563
1134050,523955
1134051,524525
1134052,525677
1134053,527300
1134054,533281
1134055,533480
1134056,535026
1134057,536605
1134058,537264
1134059,529046
1134060,530706
1134061,535471
1134062,536198
1134063,537735
1134065,534994
1134066,535840
1134067,537097
1134068,537727
1134069,538135
1134070,540050
1134071,541565
1134072,540886
1134073,538284
1134074,539276
1134075,540824
1134076,536700
1134077,540168
1134078,541310
1134079,539810
1134080,542075
1134081,536320
1134082,541056
1134083,541561
1134084,542687
1134085,542931
1134086,540794
1134087A,545334
1134087B,548573
1134088,547634
1134090,533309
1134091A,529545
1134091B,529447
1134091C,530783
1134092,549803
1134093,533192
1134094,550559
1134095,550665
1134096,551638
1670454,438926
1670455,438119
1670456,436228
1670457,436544
1670460,434142
1670461,430143
1670462,433839
1670464,436342
1670471,436810
1670482,428460
1670487,435536
1670488,436879
1670490,441847
1671051,438443
1671651,441836
1672321,430689
1672322,431977
1672323,431253
1672801,434214
1673061,436929
1673301,430711
1673311,430503
1674391,436052
1690001,372800
1690002,348250
1690003,374108
1690004,359402
1690005,382650
1690006,348491
1710001,215380
1710002,212005
1710003,209943
1710004,214677
1710005,174029
1710006,220847
1710007,191081
1710008,233103
1710009,197017
1710010,194754
1710012,216684
1710013,196743
1710015,180608
1730001,203032
1730002,203035
1730003,221243
1730004,219498
1750011,220990
1750012,247550
1750021,222738
1750022,208346
1750031,220118
1750032,227778
1750041,244391
1750042,253684
1750043,243665
1770001,283506
1770002,293266
1770003,283650
1770005,263375
1770007,285384
1770008,295071
1770009,304113
1770010,251818
1770011,301645
1770012,282317
1770013,261704
1770014,272100
1770015,269807
17704/6,252303
1790001,623220
1790002,620385
1790003,596191
1790004,598703
1790005,637778
1790006,636855
1790007,634166
1810101,616391
1810102,627412
1810103,627125
1810104,619830
1810105,598840
1810106,606952
1810107,619507
1810108A,604856
1810108B,604578
1810201,638098
1810202,634657
1810203,641142
1810204,636015
1810205A,633160
1810205B,643106
1810206,635328
1810207,615345
1810208,623933
1810209,625830
1810210,629838
1810301,628295
1810302,619818
1810303,620147
1810304,624657
1810305,613823
1810306,603504
1810307,595022
1810308,588964
1810309,594548
1810401,640892
1810402,637104
1810403,633295
1810404,623828
1810405,633015
1810406,612300
1810407,631424
1810408A,624753
1810408B,631413
1810409,626373
1830001,679753
1830002,679501
1830003,681447
1830004,683719
1134097A,548426
1134097B,549500
1134098,549250
1134099,548610
1134100,546401
1134101,541488
1134102,546315
1134103,547435
1134104,546851
1134105,547416
1134106,547350
1134107,539707
1134108,540327
1134109,540026
1134110,538233
1134111,533281
1134112,529964
1134113,534572
1134114,536978
1134115,541511
1134116,543750
1134117,542396
1134118,546485
1134119,546495
1134120,547666
1134121,544696
1134122,525958
1134123,544102
1134124,543731
1134125,548607
1134300,535653
1134500,520847
1134501,519649
1134502,520874
1134503,522071
1134504,523628
1134505,525440
1134506,525614
1134507,524878
1134508,526580
1134509,526661
1134510,527568
1134511,527344
1134512,527963
1134513,527168
1134514,528675
1134515,529840
1134516,532200
1134517,528816
1134518A,530288
1134518B,533498
1134519,521655
1134520,526654
1134521,523963
1134522,514210
1134523,512260
1134525,525189
1134527,531360
1134528,524986
1134529,522069
1134530,526116
1134531,526343
1134532,526139
1134533,527712
1134534,527683
1134535,527499
1134536,527755
1134537,515564
1134538,526347
1134539,522435
1134540,531348
1134541,525638
1134542,522018
1134600,532842
1134601,534563
1134602,537292
1134603,538472
1134604,534799
1134605,535039
1134606,535849
1134607,537401
1134608A,533469
1134608B,535578
1134609,535123
1134610,535992
1134611,538107
1134612,538451
1134613A,538768
1134613B,540682
1134614,539289
1134615,539849
1134616,539154
1134617,540558
1134618,537774
1134619,538175
1134620,540549
1134621,535144
1134622,536913
1134623,537718
1134624,538825
1134625,540519
1134626,540698
1134627A,541283
1134627B,541250
1134628,537554
1134629,538922
1134630,539975
1134631,540102
1134632,538771
1134633,542189
1134634,540906
1134635,543334
1134636,542830
1134637,544695
1134639,539940
1134640,539429
1134641,539631
1134642,539878
1134644,536425
1134645,543138
1134646,539828
1134647,543838
2110202,683855
2110301,672090
2110302,664847
2110303,653824
2110401,664038
2110402,649994
2130002,567521
2130003,573206
2130004,571455
213001A,539648
213001M,553876
213001T,547610
213002E,561677
213003B,589571
213003C,597606
213003M,579444
213003N,571913
213004A,572527
213004W,563052
21301CR,546489
21301MN,557162
21301TC,545328
21303WS,599509
21304BV,594533
21304CC,593345
21304MS,591674
21304PF,581906
21304SE,569037
2132GBN,557162
2132GBS,558173
2132PSN,556895
2132PSS,556886
2134NYL,574325
2150001,13562
2150002,5357
2150003,4042
2150004,11478
2150005,0
2150006,9196
2150007,10842
2150008,5680
2150009,6063
2150010,4172
2150011,715
2150012,931
2150013,19593
2150014,22404
2150015,25387
2150016,25033
2150017,25181
2150018,40944
2150019,28289
2150020,348
2150021,12058
2150022,10581
2150023,11391
2150024,29234
2150025,9837
2150026,10033
2150027,9592
2150028,4841
2150029,0
2150030,22587
2150031,25812
2150032,7395
2150033,29047
2150034,14155
2150035,11413
2150036,12061
2150037,11596
2150038,6890
2150039,13421
2150040,2386
2150041,13811
2150042,10709
2150043,18008
2150044,12726
2150045,11285
2150046,9167
2150047,7777
2150048,5583
2150049,8879
2150050,356
2150051,112
2150052,18816
2150053,21134
2150054,16813
2150055,10041
2150056,7518
2150057,11577
2150058,13245
2150059,14935
2150060,16145
2150061,13679
2150062,14507
2150063,863
2150064,5285
2150065,11919
2150066,11109
2150067,12330
2150068,25020
2150069,27937
2150070,18125
2150071A,10682
2150071B,10391
2150072,13464
2150073,15778
2150074,16136
2150075,23694
2150076,22180
2150077,10260
2150078,3702
2150079,18524
2150080,0
2150081,12656
2150082,0
2150083,7844
2150084,10839
2150085,9735
2150086,8089
2150087,13790
2150088,9544
2150089,16637
4790267,4824
4790268,1620
4790308,330
4790309,1423
4790310,462
4790311,1317
4790312,1192
4790338,11001
4790341,833
4790342,324
4790343,2028
4790344,3371
4790349,3631
4790350,31430
4790351,2236
4790356,4399
4790359,875
2730042,135959
4790361,922
4790362,419
4790363,687
4790401,0
4790402,0
4790403,0
4790404,0
4790405,0
4790406,0
4790407,0
4790413,774
4790414,591
4790416,410
4790417,988
4790423,0
4790446,0
4790447,0
4790448,0
4790453,513
4790457,0
4790458,0
4790465,0
4810101A,376880
4810101B,386240
4810102,380678
4810103,364609
4810201,395533
4810202,382883
4810203,382882
4810301,368102
4810302,367042
4810303,342131
4810401,344671
4810402,368058
4810403,361644
4830001,624689
4830002,623105
4830003,630980
4830004,638064
4830005,602211
4830006,603573
4830007,615022
4830008,606618
4830009,606994
4830010,639886
4850101,520514
4850102,530118
4850103,523121
4850104,527563
4850105,528230
4850106,506047
4850107,526342
4850108,524522
4850109,528145
4850110,529795
4850111,529125
4850112,532154
4850113,526718
4850114A,522509
4850114B,526303
4850115,536175
4850116,536905
4850117,535227
4850201,538695
4850202,533873
4850203,536136
4850204,540237
4850205,542593
4850206,536771
4850207,532719
4850208,534089
4850209,537390
4850210,537719
4850211,537327
4850301,530948
4850302,531338
4850303,533032
4850304,531802
4850305,532405
4850306,535169
4850307,531889
4850308,531082
4850309,527446
4850310,525449
4850311,533423
4850312,536411
4850313,535199
4850314,532561
4850315,532619
4850316,533040
4850317,531435
4850318,530532
4850319,531239
4850401,528006
4850402,527657
4850403,526367
4850404,525339
4850405,529195
4850406,524661
4850407,531429
4850408,530960
4850409,524692
4850410,524320
4850411,527648
4850412,518673
4850413,512459
4850414,526760
