CNTYVTD,metersFromMexico
4890001,45434
4890002A,43122
4890002B,44734
4890003,34142
4890004,30116
4890005,40963
4890006,44179
4890007,39699
4890008,46370
4890009,34108
4890010,47120
4890011,41392
4890012,39194
4910119,324933
4910122,319097
4910135,324754
4910138,320965
4910140,321990
4910145,327617
4910146,316020
4910147,315372
4910149,327947
4910150,327024
4910151,316057
4910152,315060
4910160,321983
4910162,315589
4910172,322577
4910182,324722
4910185,317678
4910186,318736
4910189,315865
4910190,321362
4910197,318887
4910198,319937
4910201,317694
4910204,316297
4910206,303436
4910207,312228
4910216,312372
4910218,312397
4910253,312342
4910254,313142
4910259,312255
4910264,315026
4910266,312495
4910267,315020
4910273,311757
4910274,313596
4910275,313428
4910277,311453
4910278,313013
4910283,312472
4910287,312212
4910305,325318
4910309,322066
4910310,327916
4910311,340684
4910312,337637
4910314,333291
4910330,315967
4910331,316082
4910332,322464
4910333A,323818
4910333B,324370
4910337,330195
4910339,330135
4910341,332573
4910342,331524
4910343,321059
4910344,322185
4910368,329791
4910369,333642
4910370,335451
4910371,332910
4910379,334707
4910381,334434
4910392,333549
4910394,332699
4910395,324667
4910396,335854
4910402,336409
4910403,339692
4910413,350427
4910415,342834
4910420,334404
4910423,327853
4910424,332698
4910425,353904
4910426,335574
4910427,352354
4910428,351189
4910429,346593
4910434,355431
4910436,339232
4910455,326655
4910456,353456
4910463,327683
4910480,328635
4910484,330841
4910488,330851
4910491,329992
4930101,220225
4930102,215544
4930103,206185
4930104,197813
4930205,206507
4930206,212490
4930207,218068
4930208,193498
4930209,218161
4930310,236340
4930311,225311
4930312,230799
4930313,231000
4930414,230049
4930415,224085
4930416,220079
4950101,201238
4950201,228677
4950202,191933
4950301,212983
4950401,200182
4970001,534872
4970002,528744
4970003,546140
4970004,552103
4970005,530301
4970006,527265
4970007A,532307
4970007B,536117
4970008,523755
4970009,530059
4970010,528562
4970011,519515
4970012,509778
4970013,519989
4970014,506145
4970015,507401
4970016,492171
4970017,512008
4970018,519548
4970019,511386
4970020,505358
4970022,523478
4970023,517919
4970024,519405
4970025,524820
4970027,510010
49901-1,638108
49901-2,632881
49901-3,626797
49901-4,628557
49902-1,634249
49902-2,625087
49902-3,629141
49903-1,640446
49903-2,640937
49903-3,639258
49904-1,646228
49904-2,655559
49904-3,650812
49904-4,643977
5010101,340822
5010202,312880
5010303,327919
5010305,343254
5010404,359168
5010406,343181
5030005,442968
5030006,422706
5030007,432705
5030010,450426
5030016,467572
5030020,458126
5030022,438334
5030023,451529
5030024,454534
5070001,66501
5070002,51797
5070003,41350
5070004,39236
507001A,52092
507004A,25459
390047,436004
390054,435287
390055,387812
390002,368915
390032,370960
390030,375314
390031,377971
390005,381961
390048,378726
390064,423727
390040,419392
390059,432440
390029,433677
390027,435797
390051,438692
390050,430216
390056,393819
390010,379081
390049,383305
390004,365874
390014,359262
390043,375555
390009,396112
390006,399238
390015,394349
390021,401929
390011,408094
390012,436957
390062,433755
390026,435454
390022,379949
390045,379177
390023,377623
390024,380712
390013,433367
390001,388559
390042,393974
390046,437662
390060,431284
390033,350183
390020,370092
390035,413337
390057,407678
390019,374824
390008,374457
390038,373686
390034,421503
390061,431285
390036,431101
390063,425640
390053,425651
390058,431077
390052,437590
390044,431624
390068,426870
390067,431684
390017,358581
390025,419741
390003,421340
390016,422743
390039,424622
390007,373160
410004,455973
410079,457755
410016,456991
410052,457434
410009,455520
410008,455599
410020,455276
410034,457433
410011,455617
410021,456015
410030,458259
410063,460191
410024,457962
410081,463123
410077,455774
410033,454433
410042,460145
410006,474382
410031,454513
410074,453222
410036,450845
410059,460570
410014,454483
410078,459315
410043,455491
410044,462339
410019,459867
410067,451146
410047,459486
410025,459076
410038,461445
410015,458644
410013,457648
410012,457489
410072,450943
410026,460740
410057,455161
410070,450135
410003,441328
410017,457659
410039,454534
410041,457038
410083,452035
410022,455898
410018,457661
410062,463223
410060,469854
410046,460498
410023,443916
410064,463124
410037,468384
410053,460653
410010,454310
410058,460250
410032,452679
410027,460116
410045,461172
410040,457487
410007,462757
410061,474308
410056,463531
410005,463152
410048,472408
850100,592253
850114,591741
850027,580873
850035,594511
850200,595107
850192,596512
850022,587758
850184,610913
850160,598478
850154,585676
850161,598548
850009,593523
850093,615611
850042,593189
850198,598016
850162,603085
850180,605130
850029,582412
850199,578735
850196,579345
850209,582470
850037,606269
850016,594380
850145,581226
850040,580222
850008,585372
850033,586903
850020,594924
850013,584708
850168,583018
850164,564283
850150,594444
850017,604379
850175,579975
850172,602463
850174,579862
850068,572350
850103,572564
850141,574750
850047,573429
850151,580281
850011,597374
850125,573093
850190,597568
850183,612463
850188,604213
850193,589459
850186,611916
850191,593885
850182,608663
850202,611374
850201,605740
850148,592783
850207,587871
850185,614974
850113,579346
850066,570888
850052,573237
850127,574274
850045,582757
850101,570785
850105,564567
850023,569562
850010,599751
850137,564731
850070,567899
850060,576844
850050,572492
850015,566947
850002,586033
850006,582378
850214,583118
850086,567049
850181,606971
850078,567914
850080,580106
850032,569597
850012,585316
850178,580407
850077,573115
850169,581550
850084,559460
850079,563262
850208,585288
850171,577927
850115,562274
850152,570853
850166,577236
850153,574220
850139,574613
850213,580089
850051,571468
850212,577669
850072,569121
850076,569149
850132,560247
850067,565334
850054,571994
850041,580666
850157,578098
850036,560444
850089,569288
850046,570740
850102,585479
850019,568079
850024,561105
850206,581672
850097,586672
850003,589384
850007,578626
850116,565035
850106,577328
850197A,573621
850118,573448
850088,562004
850179,584732
850094,570793
850081,565808
850085,572673
850135,573111
850176,567014
850163,581299
850167,569925
850044,590193
850210,577113
850058,574707
850155,584056
850142,563305
850146,574683
850133,577662
850120,575677
850124,568152
850111,570076
850028,564957
850117,572751
850107,572268
850056,578064
850043,589136
850030,573121
850034,572038
850021,569706
850119,570862
850130,574385
850177,567543
850205,585590
850140,582124
850144,574494
850018,610478
850004,592787
850194,586744
850073,563325
850126A,582664
850123,562590
850203,583873
850055,565021
850025,575178
850069,570069
850098,585980
850090,563701
850110,569768
850099,588651
850095,578507
850082,577023
850049,566884
850074,562030
850173,583440
293065,204104
293066,209089
293067,207585
293068,208845
293069,207320
293070,207805
293071,204914
293072,223233
293073,206356
293074,206426
293075,207696
293076,211682
293077,209253
293078,210421
293079,211981
293080,212543
293081,214054
293082,215794
293083,215341
293084,224793
293085,216487
293086,209535
293087,229593
293088,220155
293089,217426
293090,217788
293091,213219
293092,214451
293093,211484
293094,206837
293095,203426
293096A,202007
293096B,203464
293097,209723
293098,201670
293099,200180
293100,227998
293101,198066
293102,212247
293103,231254
293104,216476
293105,229069
293106,194507
293107,200177
293108,218887
293109,200488
293110,221280
293111,207559
293112,206008
293113,204936
293114,219444
293115,206549
293116,199791
293117,213942
293118,220229
293119,210869
293120,221255
293121,216785
293122,216396
293123,198616
293124,225120
293125,218803
293126,193126
293127,198404
293128,200126
293129,200478
293130,209543
293131,217016
293132,210808
293133,207374
293134,199876
293135,206364
293136,206084
293137,222455
293138,215786
293139,198615
293140,201727
293141,199935
293142,206256
293143,202489
293144,225562
293145,209551
293146,202020
293147,200486
293148,216545
293149,202423
293150,216859
293151,204741
293152,202581
293153,217165
293154,215823
293155,203455
293156,217742
293157,218087
293158A,198937
293158B,198882
293159,220801
293160,197785
293161,208948
293162,198554
293163,216506
293164,223255
293165,220812
293166,206931
293167,204835
293168,202087
293169,198936
293170,231436
293171,207348
293172,200981
293173,214769
293174,204684
293175,205058
293176,208567
293178,213619
293179,208362
293180,220487
293181,219572
293182,205587
293183,232685
293184,208731
293185,203623
970031,596240
970033,595902
970034,593346
970035,593612
970037,596585
990101,344351
990102,348621
990103,349301
990104,343862
990205,360719
990206,347631
990207,345112
990308,377953
990309,366024
990310,388406
990311,350676
990412,343136
990413,360101
990414,390077
990415,379432
990416,346865
1010101,473289
1010102,488721
1010201,455752
1010301,479205
1010401,460104
1030001,132190
1030002,160326
1030003,151542
1030004,165115
1050001,51882
1050002,103725
1050003,97081
1050004,51881
1070011,414782
1070027,397948
1070039,396355
1070044,396775
1090001,5954
1090002,43193
1090004,42219
10903-3,78887
10903-5,38160
1110001,569580
1110002,606286
1110003,614861
1110004,598817
1110005,625010
1110006,579741
1110007,588926
1110008,597465
1110009,598025
1131000,555177
1131001,554965
1131002,555396
1131003,558062
1131004,558843
1131005,557252
1131006,557875
1131007,557006
1131008,555021
1131009,555394
1131010,556162
1131011,555665
1131012,554535
1131013,548015
1131014,548293
1131015,549564
1131016,550587
1131017,550066
1131018,549379
1131019,550367
1131020,549135
1131021,548382
1131022,547541
1131023,551211
1131026,560663
1131027,562044
1131028,561479
1131029,559552
1131030,560768
1131032,560168
1131033,559413
1131035,559280
1131036,559736
1131037,560099
1131038,560687
1131039,560293
1131040,558581
1131041,560133
1131042,560505
1131043,558663
1131044,557492
1131045,560437
1131046,560047
1131047,559039
1131048,558437
1131049,556279
1131050,551970
1131051,553695
1131052,555961
1131054,558767
1131055,559707
1131056,562651
1131057,558203
1131058,556935
1131059,556073
1131060,553046
1131061,556567
1131062,561629
1131063,559395
1131064,556410
1131065A,557586
1131065B,558732
1131065C,560343
1131067,561188
1131068,562630
1131069,548825
1131070,548580
1131071A,550768
1131071B,551423
1131073,549816
1230101,254156
1230102,272576
1230201,275920
1230202,282245
1230203,284099
1230301,233628
1230302,247981
1230303,233475
1230401,270329
1230402,254191
1250001,419030
1250002,427207
1250003A,402042
1250003B,410947
1250004A,399538
1250004B,409293
1250005,405895
1250006,410690
1270001,2571
1270002,20424
1270003,52554
1270004,8171
1270005,20887
1270006,46114
1270007,45337
1290101,570656
1290102,575859
1290201,548168
1290301,560363
1290303,550438
1290401,569523
1310001,113551
1310002,66611
1310003,98331
1310004,83835
1310005,95073
1310006,64489
1310007,68397
1310008,73658
1310009,110638
1330001,370324
1330002,388807
1330003,393615
1330004,381538
1330005,371411
1330006,366744
1330007,339557
1330008,352856
1330009,380277
1350101,215514
1350102,208068
1350103,215025
1410157,0
1890316,450031
1890317,441581
1890318,436425
1890406,480853
1890407,478991
1890408,480879
1890409,479797
1890419,479909
1890420,465166
1910101,538778
1910201,531656
1910202,542805
1910301,504696
1910302,536366
1910401,501389
1910402,527284
1930001,364103
1930004,384335
1930005,381204
1930007,379845
1930009,342567
1930012,363203
1930014,347849
1930015,384277
1930017,341161
1930022,366620
1930023,352070
1950001,691762
1950002,716213
1950003,710141
1950004,695515
1950005,706843
1950006,706478
1950007,721771
1950009,686431
1970001,525499
1970002,504078
1970003,505615
1970004,502732
1990001,542775
1990002,562793
1990003,537090
1990004,527195
1990005,543729
1990006,549650
1990007,548725
1990008,563674
1990009,557522
1990010,564019
1990011,570177
1990012,558924
1990013,553692
1990014,535630
1990015,523066
1990016,549733
1990017,538120
1990018,554489
1990019,545582
293186,203156
293187,203051
293188A,203608
293188B,202101
293189,201137
293190,202834
293191,202957
294001,208354
294002,208658
294003,209185
294004,209593
294005,209936
294006,211131
294007,211750
294008,213471
294009,212066
294010,211454
294011,210795
294012,210349
294013,208199
294014,207766
294015,208735
294016,207554
294017,209537
294018,207494
294019,206981
294020,205468
294021,222196
294022,225174
294023,208682
294024,208336
294025,208031
294026,206513
294027,208126
294028,208700
294029,209545
294030,210756
294031,209170
294032,208607
294033,209832
294034,211346
294035,217968
294036,211775
294037,211023
294038,215830
294039,211664
294040,212523
294041,213191
294042,217127
294043,215001
294044,217891
294045,217640
294047,219472
294048,205859
294049,221876
294050,222173
294051,223375
294052,225150
294053,225057
294054,226766
294055,228585
294056,228806
294057,232053
294058,232052
294059,227217
294060,225099
294061,224230
294062,211723
294063,219626
294064,218200
294065,219072
294066,221398
294067,226943
294068,224242
294069,215440
294070,213995
294071,233134
294072,220184
294073,207470
294074,212894
294075,208562
294076,221157
294077,212260
294078,218320
294079,230616
294080,217514
294081,230305
294082,213258
294083,223197
294084,216376
294085,214224
294086,211243
294087,226736
294088,224188
294089,229001
294090,226844
294091,217044
294092,226300
294093,226692
294094,225330
294095,224879
294096,222618
294097,231595
294098,228773
294099,224515
294100,229029
294101,217781
294102,219722
294103,212128
294104,229572
294105,231213
294106,216901
294107,224009
294108,226836
294109,207566
294110,212650
294111,213838
294112,215025
294113,213142
294114,226248
294115,226773
294116,231322
1131074,550418
1131075A,551622
1131075B,553279
1131076,551974
1131077,552836
1131078,551780
1131079,553644
1131080,555631
1131081,553210
1131082,553596
1131083,552492
1131084,554781
1131085,553685
1131086,556902
1131087A,555464
1131087B,557980
1131087C,557852
1131087D,557718
1131088,554273
1131089,556674
1131090,553141
1131091,554359
1131092,555647
1131093,556537
1131094,551327
1131095,552558
1131096,551998
1131097,553127
1131098,554393
1131099,555959
1131100,549146
1131101,550715
1131102,551954
1131103,552938
1131104,553667
1131105,554838
1131106,554219
1131107,552676
1131108,551741
1131109,550250
1131110,553402
1131111,549209
1131112,548642
1131113,551185
1131114,556573
1131115,558440
1131116,560319
1131117,547581
1131118,547605
1131119,549209
1131120,550066
1131121,560081
1131122,548834
1131124,550212
1131125,560818
1131126,555485
1131127,559232
1131128,558786
1131129,560773
1131130,548715
1131131,549787
1131132,548831
1131133,553639
1131134,555594
1131135,555377
1131136,552696
1131137,557956
1131138,548271
1131139,565779
1131140,549932
1131141A,561418
1131141B,561377
1131300,561940
1131301,562607
1131302,563633
1131303,558970
1131304,560951
1131305,559594
1131307,557694
1131308A,559062
1131308B,558822
1131309,558657
1131310,559483
1131311,558882
1131312,557915
1131313,557959
1131314,557119
1131315,562276
1131316,562390
1131317,558667
1131500,560504
1131501,561325
1131502,561399
1131503,561049
1131504,561496
1131700,568260
1131701,566829
1131702,565127
1131703,564377
1131704,563779
1131705,562824
1131706,562586
1131707,561354
1131708,566271
1131709,566952
1131710,566369
1131711,565174
1131712A,564074
1131712B,564072
1131713,563356
1131714,563815
1131715,564594
1131716,565797
1131717,567131
1131718,562858
1131719,561859
1131720,565530
1131721,565764
1131722,566728
1131723,567701
1131724,565764
1131725,563535
1350104,217761
1350106,220781
1350107,222056
1350108,219794
1350109,199047
1350110,223682
1350111,220183
1350201,218612
1350202,218537
1350203,219716
1350204,219478
1350205,220902
1350206,221689
1350207,224996
1350208,221183
1350209,218906
1350301,216682
1350302,216641
1350303,217137
1350304,215173
1350305,215596
1350306,218720
1350307,218967
1350308,219349
1350309,217868
1350311,218253
1350312,218138
1350401,217146
1350402,209296
1350403,213444
1350404,194829
1350405,214597
1350406,213010
1350407,210660
1350408,217543
1350409,194829
1350412,216008
1370001,92969
1370002,62602
1370003,38012
1370004,100634
1390101,498963
1390102,508524
1390103,513277
1390104,505643
1390105,506863
1390106,509357
1390107,518003
1390108,514388
1390109,522288
1390110,517074
1390111,508784
1390112,501279
1390113,514728
1390114,511463
1390115,515655
1390116,515258
1390117,514799
1390118,516332
1390119,509298
1390120,518141
1390121,523701
1390122,522823
1390123,525914
1390124,524076
1390125,520265
1390126,524040
1390127,518783
1390128,525748
1390129,509291
1390130,483475
1390131,490255
1390132,500082
1390133,500636
1390134,493707
1390135,488024
1390136,528580
1390137,528099
1390138,517451
1390139,519979
1390140,517147
1390141,521566
1390142,522778
1390143,522192
1390144,524356
1390145,524736
1390146,526865
1390147,524855
1390148,530582
1390149,534017
1410001,20357
1410002,11761
1410003,15639
1410004,12393
1410005,10040
1410006,8009
1410007,7860
1410008,5461
1410009,4025
1410010,7253
1410011,9493
1410012,11695
1410013,9604
1410014,9869
1410015,9655
1410016,7824
1410017,8613
1410018,8706
1410019,5357
1410020,7755
1410021,7708
1410022,6076
1410023,7136
1410024,5909
1410025,3561
1410026,4570
1410027,4992
1410028,3630
1410029,4433
1410030,1590
1410031,2135
1410032,1446
1410033,932
1133083,546424
2190044,424286
4790360,347
30001,243164
30002,259405
30003,251808
30004,243460
50001,638781
50002,640515
50003,640826
50004,642781
50005,637959
50006,646054
50007,625611
50008A,628292
50008B,635664
50009,636922
50010A,639384
50010B,638869
50011,636473
50012,636841
50013,638017
50014,635774
50015,615915
50016,620287
50017,618776
50018,630956
50019,634731
50020,639483
50021,642575
50022,639705
50023,637663
50024,633154
50025,638376
50026,626862
50027,616939
50028,624291
50029,643296
50030,638542
50031,615635
50032,617720
50033,627775
50034,630549
50035,634998
50036,640511
50037,627633
50038,626192
50039,636659
50040,636164
5011B,638185
5017B,631917
70001,207616
70002,217455
70003,204230
70004,230523
7001A,214313
7004A,231633
90001,483139
90002,509640
90003,504930
90004,484603
90005,480396
90006,472107
90007,463802
90008,505471
90009,480900
90010,523786
90011,514739
110101,583636
110201,583015
110202,547131
110301,546819
110303,542163
110401,583270
110402,573256
110404,563984
130001,176100
130002,172746
130003,175410
130004,159681
130005,176649
130006,145993
130007,189987
130008,163991
130009,185879
130010,157668
130011,178864
130012,170334
130013,166385
130014,161492
130015,181654
130016,177183
130017,170176
130018,136196
2450105,536750
2450106,535729
2450107,534463
2450108,522817
2450109,543251
2470001,59637
2470002,41010
2470003,46786
2470004,27007
2470005,34955
2490001,140752
2490002,133779
2490003,162874
2490004,124983
2490005,122731
2490006,125310
2490007,142491
2490008,149784
2490009,142588
2490010,139353
2490011,119141
2490012,140879
2490013,140651
2490014,113711
2490015,133399
2490016,138145
2490017,124347
2490018,127175
2490019,147357
2490020,142027
2490022,133240
2510001,466018
2510002,475826
2510003,488466
2510004,490078
2510005,485398
2510006,445236
2510007,491674
2510008,493075
2510009,472159
2510010,484980
2510011,487100
2510012,482264
2510013,479498
2510014,466923
2510015,447528
2510016,462086
2510017,469278
2510018,464250
2510019,466331
2510020,471457
2510021,471142
2510022,474782
2510023,452761
2510024,479386
2510025,493997
2510026,481636
2510027,474262
2510028,480696
2510029,481218
2510030,461968
2510031,478255
2510032,477294
2510033,471810
2510034,490766
2510035,492520
2510036,472832
2530101,351089
2530102,375096
2530103,353457
2530201,369009
2530202,371910
2530203,353813
2530301,357852
2530302,342414
2530303,344042
2530401,327074
2530402,339566
2550001,212727
2550002,213210
2550003,234601
2550004,192715
2550005,222418
2550006,215987
2550007,193358
2550008,221702
2550009,204956
2550010,203865
2550011,192350
2550012,205327
2550013,192560
2550014,211728
2550015,212606
2570001,566009
2570002,564342
2570003,567603
2570004,560611
2570005,576859
2570006,582081
2570007,571519
2570008,580758
2570009,579932
2570010,544210
2570011,568797
2570012,540547
2570013,569131
2570014,567331
2570015,551452
2570016,561125
2570017,547024
2570018,556960
2570019,579927
2570020,571188
2570021,569284
2570022,563155
2570023,571479
2570024,569772
2570025,566694
2570026,575316
2570027,561986
2570028,559424
2570029,558086
2570030,547092
2610001,107090
2610002,102722
2610003,93170
2610004,59192
2610005,98119
2610006,59287
2630101,381837
2630201,391399
2630202,382417
2630301,381201
2630302,352591
2630401,358566
2650101,169553
2650107,157147
2650109,179634
2650113,177629
2650118,178660
2650119,179030
2650202,168410
2650211,179310
2650215,162270
2650220,176572
2650303,182524
2650308,179950
2650312,180307
2650314,179007
2650404,161572
2650405,129229
2650406,156585
2650410,133957
2650416,175165
2650417,176308
2670001,131992
2670002,167805
2670003,132048
2670004,168383
2670006,175664
2670007,170044
2670009,158945
2690001,428550
2690002,437605
2690003A,438120
2690003B,415803
2690004,408530
2710001,0
2710002,32767
2710003,17018
2710004,10037
2730011,149902
2730012,139920
2730013,154144
2730014,154866
2730021,155820
2730022,153217
2730023,154601
2730024,143230
2730031,147858
2730032,147340
2730033,118789
2730034,133389
2730035,121333
2730041,155183
2730043,153335
2730044,153605
2730045,154873
2750101,423106
2750201,435714
2750202,428494
2750301,439727
2750302,449492
2750401,434884
277001B,687996
277001C,694578
277001D,703551
277001E,703311
277001F,695211
277001G,698499
277001H,685175
277001I,690099
277002D,664642
277002E,681875
277002F,670485
277002G,681000
277003D,693942
277003E,685322
277003F,675137
277003G,693570
277003I,698728
277004B,706263
277004C,717724
277004D,707198
277004E,709162
277004F,704663
277004G,702927
2771A3B,698363
2771A5A,698877
2771E7C,702404
2772A1A,700441
2772B2A,698708
2772C3A,695101
2773C7G,701146
2773H3C,695032
2774A6E,702474
2790001,460162
2790002,445727
2790003,446970
2790004,437936
2790005,474645
2790006,445276
2790007,435952
2790008,435891
2790009,435892
2790010,450634
2790011,444675
2790012,479383
2810001,337706
2810002,313082
2810003,322288
2810004,324199
2810005,328755
2810006,300856
2810007,315991
2810008,326241
130019,173850
130020,178107
130021,169099
130022,188206
130023,176124
130024,166139
150101,407611
150102,412175
150103,411386
150104,401330
150205,407088
150206,406630
150207,398725
150208,395249
150209,388198
150210,388563
150211,391045
150312,394018
150313,432602
150314,428293
150415,415988
150416,418605
150417,434335
150418,427907
170001,431958
170002,415932
170003,394504
170004A,446488
170004B,405025
190101,169494
190102,178504
190203,175155
190204,174742
190305,159600
190306,135778
190407,152039
190408,134580
190409,167858
190410,118012
211001,347581
211002,351176
211003,340477
211004,354455
212005,341785
212006,354592
212007,325708
212008,344828
212009,351385
212010,357716
212011,353060
213012,334872
213013,326881
213014,317425
213015,317247
213016,328199
214017,348569
214018,350387
214019,347761
214020,361920
214021,354206
230001,459517
230002,461185
230003,452101
230004,441343
250001,195779
250002,180318
250003,195619
250004,192648
250005,195104
250006,179647
250008,193540
250009,193165
250010,194470
250011,181579
250012,194911
250013,180135
250014,179290
250016,196235
250017,192219
250018,189846
250019,194410
270101,371157
270102,376297
270103,368646
270104,377429
270105,376965
270106,362790
270107,358965
270108,363816
270109,361560
270110,354449
270111,362357
270113,370177
270201,360390
270202,361270
270203,345243
270204,360152
270205,358031
270206,354704
270207,355977
270208,357180
270209,358079
270210,354485
270301,388095
270302,384734
270303,386778
270304,384418
270305,380713
270306,386215
270307,387553
270308,383501
270309,391949
270310,396272
270311,380250
270312,378678
270313,382363
270314,384392
270315,380119
270317,378190
270401,340430
270402,338305
270404A,355288
270404B,353187
2810009,333116
2830001,72130
2830002,47385
2830003,79846
2830004,98149
2830005,84506
2830006,57758
283003A,66543
2850001,316562
2850002,317253
2850007,333806
2850008,324655
2850009,298701
2850011,304538
2850012,311245
2850015,312800
2850016,299252
2850017,307453
2850019,318573
2850020,311385
2850023,307719
2850026,298725
2850027,334968
2850029,303108
2850030,298763
2850031,324925
2850032,298645
2870101,380850
2870102,393688
2870103,386427
2870201,364247
2870202,371135
2870203,374792
2870301,400346
2870302,379070
2870303,357783
2870304,379162
2870401,397133
2870402,393458
2870403,383958
2870404,379074
2870405,396534
2890001,520343
2890002,533873
2890003,517202
2890004,491870
2890005,504762
2890006,498690
2890007,498892
2890008,483798
2890009,515776
2890010,504040
2890011,512069
2890012,553677
2890013,538222
2890014,541192
289001A,524514
289005A,517072
289014A,543268
2910001,532618
2910002,522716
2910003,511474
2910004,499473
2910005,508631
2910006,494382
2910007,522787
2910008,524685
2910009,519054
2910010,499677
2910011,498437
2910012,520650
2910013,515460
2910014,495919
2910015,542866
2910016,533491
2910017,517421
2910018,506075
2910019,502263
2910020,525725
2910021,506485
2910022,483361
2910023,501472
2910024,487286
2910025,511504
2910026,514876
2910027,511491
2910028,511046
2910029,490237
2910030,495343
2950106,697916
2950202,725096
2950207A,724613
2950207B,741489
2950303,721640
2950308,743221
2950404,701647
2950409,741186
2970001,168185
2970002,148911
2970003,146796
2970004,135034
2970005,165790
2970006,167816
2970007,172533
2970008,152662
2970009,160131
2970010,152340
2970011,145753
2970012,127402
2970013,150731
2970014,155518
2990101,243919
2990102,264528
2990108,265612
2990109,266834
2990203,271981
2990204,265221
2990205,280573
2990307,270533
2990410,225019
3010001,168616
3010002,171336
3010003,168157
3010004,178051
3050001A,365928
3050001B,351648
3050002,375844
3050003,341531
3050004,372224
3050005,344332
3050006,366552
3050007,358456
3050008,371035
3050009,363670
3050010,340717
3050011,376506
3050012,353995
3050013,378347
3050014,364540
3070101,214500
3070102,231199
3070201A,232964
3070201B,251690
3070202,238920
3070301,248595
3070302,240581
3070401,250396
3070402,258499
3070403,267170
3110001,97878
3110003,131250
311002A,129533
311002B,122470
311004A,87269
311004B,123535
3130101,501271
3130202,512119
3130303,490071
3130404,484031
3150001,704136
3150002,709630
3150003,713575
3150004,724927
3150005,724689
3150006,798589
3150007,710632
3150008,713565
3150009,705009
3150010,700652
3170001,243347
3170002,248837
3170003,248584
3170004,252018
317003A,253345
317004A,280223
3190101,187103
3190210,223491
3190302,199167
3190405,211062
3210002,266793
3210004,322542
3210005,352522
3210006,334939
3210007,284664
3210008,339018
3210009,366102
3210010,332648
3210012,337487
3210013,349564
321001A,346266
321001B,344122
321001C,351762
321001D,352904
321001E,338790
321001F,353038
321003A,315575
321003B,307338
323001A,0
323001B,275
323001C,170
323002A,0
323002BA,2356
323002BB,0
323002BC,0
323002C,0
323002D,0
323003A,0
323003B,0
323003C,0
323004A,0
323004B,481
323004C,0
323004D,0
325001A,129884
325001B,149847
325001C,166811
325001D,140647
325002A,165888
325002B,161021
325002C,159442
325003A,109617
325003C,157805
325003D,142653
325004A,142255
325004B,157802
325004C,161147
3270001,194883
3270002,169901
3270003,164627
3270004,189021
3270005,194416
3270006,202363
3290101A,194854
3290101B,228613
3290102,231816
3290103,232842
3290104,232129
3290105,232070
3290106,224685
3290107,233834
3290108,225827
3290109,230713
3290110,228352
3290201,206769
3290202,218444
3290203,234215
3290204,238478
3290205,234644
3290206,236434
3290207,235469
3290208,233394
3290210,237185
3290211,239333
3290212,234805
3290302,196676
3290303,231766
3290304,231627
3290305,230919
3290306,233950
3290307,232916
3290308,235965
3290309,226622
3290310,235893
3290401,226077
3290402,234151
3290403,235088
3290404,235882
3290405,234361
3290406,219412
3290407,235346
3290408,238159
3290409,237301
3290410,234355
3290411,236868
329108A,221709
329109A,230013
329307A,233661
329309A,230775
329402A,234437
3310101,386401
3310105,371158
3310203,401307
3310207,400137
3310210,411304
3310212,403748
3310316,435912
3310317,423316
3310318,408863
3310419,401046
3310420,381479
3330001,305566
3330002,323745
3330003,332533
3330004,325185
3330005,332015
3330006,334786
3330007,330218
3330008,319418
3330009,306305
3330011,298693
3350001,272073
3350002,273200
3350003,253720
3350004,274402
3350025,290587
3350046,283026
3370002,519507
3370003,541553
3370004,541499
3370005,538410
3370006,537763
3370007,550422
3370008,537456
3370009,558356
3370010,557188
3370011,548705
3370012,549141
3370013,569243
3370014,574299
3370015,537128
3370016,537328
3410101,610709
3410201,635928
3410202,663084
3410203,638117
3410301,605297
3410401,663278
3410402,633373
3430101,712729
3430102,703472
3430103,711281
3430202,704146
3430203,705908
3430302,723899
3430303,717757
3430401,709437
3450001,456311
3450002,480566
3450003,475515
3450004,447592
3450005,462266
3450006,469639
3470012,668229
3470013,654735
3470014,673865
3470015,684402
3470016,674505
3470017,674206
3470021,652293
3470022,670780
3470023,670328
3470024,669188
3470025,670809
3470026,664588
3470027,667422
3470030,671649
3470031,672458
3470032,671070
3470033,670840
3470034,670298
3470041,668930
3470042,652049
3470043,664165
3470044,654198
3470045,675561
3470046,660971
3470047,643916
3490101,519578
3490103,518444
3490104,506024
3490105,505168
3490106,509231
3490107,520159
3490108,525497
3490109,527686
3490200,519365
3490201,521262
3490202,517606
3490203,533532
3490204,523351
3490205,526718
3490206,521521
3490300,516108
3490301,519445
3490303,483136
3490304,514528
3490305,511621
3490306,514938
3490307,493918
3490308,517152
3490400,519598
3490401,519318
3490402,505944
3490403,493128
3490404,485144
3490405,492041
3490406,498920
3510001,631204
3510002,627966
3510003,642642
3510004,639339
3510005,658856
3510006,625905
3510007,617060
3510008A,609886
3510008B,608361
3510009,589391
2410007,627978
2410008,625281
2410009,574165
2410010,587609
2410011,600504
2410012,614299
2410013,598140
2410014,604924
2410015,571113
2410016,564221
2410017,559129
2410019,608689
2410020,629887
2410021,626832
2430001,58716
2430002,73658
2430003,71816
2430004,748
2430005,67283
2450001,546538
2450002,545657
2450003,545893
2450004,543031
2450005,541182
2450006,541426
2450007,544015
2450008,545637
2450009,541385
2450010,543922
